1.165,1.165,0.36839,0,0.36839
0.62684,0.62684,0.19822,1.612,1.8103
0.07508,0.07508,0.023742,0.30036,0.16479
0.35161,0.35161,0.11119,0.028835,0.23332
-0.69651,-0.69651,-0.22026,0.22994,0.10841
1.6961,1.6961,0.53637,-1.3058,-0.70877
0.05906,0.05906,0.018676,2.5698,2.8066
1.7971,1.7971,0.56828,-1.1015,-0.81242
0.26407,0.26407,0.083506,2.8988,3.2894
0.87167,0.87167,0.27565,-1.1101,-1.0745
-1.4462,-1.4462,-0.45732,1.454,1.3861
-0.70117,-0.70117,-0.22173,-3.1784,-3.4342
1.246,1.246,0.39401,-0.20875,0.72394
-0.63898,-0.63898,-0.20206,1.1493,0.8979
0.57735,0.57735,0.18257,-1.3137,-1.264
-0.36003,-0.36003,-0.11385,1.2681,1.3653
-0.13558,-0.13558,-0.042873,-1.1594,-1.3732
-1.3493,-1.3493,-0.4267,0.28855,0.057021
-1.2704,-1.2704,-0.40175,-2.1611,-2.6298
0.98457,0.98457,0.31135,-0.95271,-0.41915
-0.044881,-0.044881,-0.014192,1.6361,1.5552
-0.79894,-0.79894,-0.25265,-0.33216,-0.92063
-0.76517,-0.76517,-0.24197,-0.53409,-0.75045
0.86173,0.86173,0.2725,-0.75483,-0.48842
-0.056225,-0.056225,-0.01778,1.6259,1.5936
0.51348,0.51348,0.16238,-0.42429,-0.55034
0.39668,0.39668,0.12544,1.2212,1.4139
0.75622,0.75622,0.23914,0.15024,0.22937
0.40049,0.40049,0.12664,1.1329,1.3078
-1.3414,-1.3414,-0.42418,0.06668,-0.42624
0.37504,0.37504,0.1186,-1.9544,-1.7235
1.1252,1.1252,0.35581,0.94273,1.5792
0.72864,0.72864,0.23042,0.94697,1.0087
-2.3775,-2.3775,-0.75182,0.77931,-0.025378
-0.27378,-0.27378,-0.086578,-3.632,-3.701
-0.32294,-0.32294,-0.10212,0.69825,1.0808
0.31799,0.31799,0.10056,-1.071,-1.2217
-0.51117,-0.51117,-0.16165,1.1232,1.0254
-0.0020413,-0.0020413,-0.00064553,-0.9982,-1.2352
1.6065,1.6065,0.50802,0.66072,1.2641
0.84765,0.84765,0.26805,2.0502,2.155
0.2681,0.2681,0.084781,0.70246,0.56549
-0.92349,-0.92349,-0.29203,0.26512,0.031402
-0.070499,-0.070499,-0.022294,-1.5793,-1.5008
0.14789,0.14789,0.046767,0.16886,0.48631
-0.55709,-0.55709,-0.17617,-0.1896,-0.40998
-0.33671,-0.33671,-0.10648,-0.72907,-0.8001
0.41523,0.41523,0.13131,-0.27866,-0.075014
1.5578,1.5578,0.49262,0.63273,1.1027
-2.4443,-2.4443,-0.77296,2.0169,1.1305
-1.0982,-1.0982,-0.34728,-3.9612,-4.4975
1.1226,1.1226,0.35501,-0.08078,0.81824
0.58167,0.58167,0.18394,1.2036,1.1897
-0.27135,-0.27135,-0.08581,0.74139,0.41804
0.41419,0.41419,0.13098,-0.30981,-0.25795
-0.97781,-0.97781,-0.30921,0.7871,0.5404
-1.0215,-1.0215,-0.32302,-1.6588,-2.0707
0.31769,0.31769,0.10046,-0.78272,-0.46518
1.5161,1.5161,0.47944,0.58563,1.0474
0.74943,0.74943,0.23699,2.0547,2.1193
-0.5077,-0.5077,-0.16055,0.5935,0.19029
0.8853,0.8853,0.27996,-0.72573,-0.39106
-0.24809,-0.24809,-0.078454,1.309,1.409
-0.72625,-0.72625,-0.22966,-1.0591,-1.3949
-0.44504,-0.44504,-0.14073,-0.7107,-0.61606
-0.61291,-0.61291,-0.19382,-0.69141,-0.80414
-0.20914,-0.20914,-0.066137,-0.71743,-0.74177
0.56215,0.56215,0.17777,-0.03909,0.14824
-1.0639,-1.0639,-0.33644,0.89169,0.46569
0.35159,0.35159,0.11118,-1.576,-1.6226
1.133,1.133,0.35829,1.2498,1.7733
0.14999,0.14999,0.047432,1.1334,0.92955
0.70314,0.70314,0.22235,0.11857,0.23879
-0.052412,-0.052412,-0.016574,1.0016,1.0469
2.0185,2.0185,0.6383,-0.54339,0.047149
0.92416,0.92416,0.29224,2.8833,3.3452
-1.8141,-1.8141,-0.57367,-0.011877,-0.82972
0.034973,0.034973,0.01106,-2.5994,-2.3233
-1.8079,-1.8079,-0.5717,0.37156,0.23586
1.0282,1.0282,0.32514,-3.1899,-2.9457
0.3946,0.3946,0.12478,2.4948,2.9712
0.63941,0.63941,0.2022,-0.52381,-0.78059
0.87421,0.87421,0.27645,1.5031,1.8961
1.7524,1.7524,0.55416,0.60437,0.98791
-0.32005,-0.32005,-0.10121,2.2881,2.2305
-0.13741,-0.13741,-0.043454,-1.4357,-1.5963
0.61577,0.61577,0.19472,0.096301,0.68971
0.97789,0.97789,0.30924,0.19887,0.57111
-1.1153,-1.1153,-0.3527,0.9919,0.71313
-0.55002,-0.55002,-0.17393,-2.1841,-2.3584
0.039885,0.039885,0.012613,-0.27,0.11855
-2.4828,-2.4828,-0.78514,-0.31228,-1.1133
1.1587,1.1587,0.3664,-3.3618,-2.9827
-1.0263,-1.0263,-0.32454,2.775,2.7524
1.1535,1.1535,0.36476,-2.4148,-2.5984
-0.78646,-0.78646,-0.2487,3.0635,3.0874
0.63481,0.63481,0.20074,-2.1616,-2.4625
0.82041,0.82041,0.25944,2.1481,2.7214
-0.17603,-0.17603,-0.055664,0.2442,-0.15493
0.56247,0.56247,0.17787,-0.0075681,0.22935
