# r1_0,r1_1,r1_2,r1_3,r1_4,r1_5,r1_6,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,y1_0,y1_1,y1_2,y1_3,y1_4,y1_5,y1_6,y2_0,y2_1,y2_2,y2_3,y2_4,y2_5,y2_6
4.789200000000000124e-01,1.710900000000000087e+00,1.566500000000000115e-01,-9.295999999999999819e-01,1.143499999999999933e-01,1.176800000000000068e+00,1.672500000000000098e+00,2.294299999999999784e+00,7.854700000000000015e-01,-7.998899999999999899e-01,-5.351200000000000401e-01,-1.853499999999999925e+00,-4.850400000000000267e-01,5.492399999999999505e-01,4.239399999999999835e-01,3.081799999999999873e+00,8.007900000000000018e-01,-1.565700000000000092e+00,-1.045299999999999896e+00,-1.457600000000000007e+00,2.374999999999999941e-03,-3.680499999999999883e-01,3.411700000000000177e+00,4.092500000000000027e-01,-7.018600000000000394e-01,-6.390099999999999669e-01,-1.301700000000000079e+00,1.012699999999999934e+00
1.710900000000000087e+00,1.566500000000000115e-01,-9.295999999999999819e-01,1.143499999999999933e-01,1.176800000000000068e+00,1.672500000000000098e+00,-1.036799999999999944e+00,7.854700000000000015e-01,-7.998899999999999899e-01,-5.351200000000000401e-01,-1.853499999999999925e+00,-4.850400000000000267e-01,5.492399999999999505e-01,-5.064699999999999758e-01,3.081799999999999873e+00,8.007900000000000018e-01,-1.565700000000000092e+00,-1.045299999999999896e+00,-1.457600000000000007e+00,2.374999999999999941e-03,-3.873900000000000121e-01,3.411700000000000177e+00,4.092500000000000027e-01,-7.018600000000000394e-01,-6.390099999999999669e-01,-1.301700000000000079e+00,1.012699999999999934e+00,1.893400000000000083e-01
1.566500000000000115e-01,-9.295999999999999819e-01,1.143499999999999933e-01,1.176800000000000068e+00,1.672500000000000098e+00,-1.036799999999999944e+00,-2.248499999999999943e+00,-7.998899999999999899e-01,-5.351200000000000401e-01,-1.853499999999999925e+00,-4.850400000000000267e-01,5.492399999999999505e-01,-5.064699999999999758e-01,-4.488300000000000067e-01,8.007900000000000018e-01,-1.565700000000000092e+00,-1.045299999999999896e+00,-1.457600000000000007e+00,2.374999999999999941e-03,-3.873900000000000121e-01,-2.991000000000000103e+00,4.092500000000000027e-01,-7.018600000000000394e-01,-6.390099999999999669e-01,-1.301700000000000079e+00,1.012699999999999934e+00,1.893400000000000083e-01,-2.241099999999999870e+00
-9.295999999999999819e-01,1.143499999999999933e-01,1.176800000000000068e+00,1.672500000000000098e+00,-1.036799999999999944e+00,-2.248499999999999943e+00,-1.048499999999999988e-01,-5.351200000000000401e-01,-1.853499999999999925e+00,-4.850400000000000267e-01,5.492399999999999505e-01,-5.064699999999999758e-01,-4.488300000000000067e-01,-1.328699999999999881e-01,-1.565700000000000092e+00,-1.045299999999999896e+00,-1.457600000000000007e+00,2.374999999999999941e-03,-3.873900000000000121e-01,-2.991000000000000103e+00,-8.999000000000000332e-01,-7.018600000000000394e-01,-6.390099999999999669e-01,-1.301700000000000079e+00,1.012699999999999934e+00,1.893400000000000083e-01,-2.241099999999999870e+00,-1.079599999999999893e+00
1.143499999999999933e-01,1.176800000000000068e+00,1.672500000000000098e+00,-1.036799999999999944e+00,-2.248499999999999943e+00,-1.048499999999999988e-01,-1.630999999999999950e-01,-1.853499999999999925e+00,-4.850400000000000267e-01,5.492399999999999505e-01,-5.064699999999999758e-01,-4.488300000000000067e-01,-1.328699999999999881e-01,-1.360700000000000021e+00,-1.045299999999999896e+00,-1.457600000000000007e+00,2.374999999999999941e-03,-3.873900000000000121e-01,-2.991000000000000103e+00,-8.999000000000000332e-01,1.167000000000000037e+00,-6.390099999999999669e-01,-1.301700000000000079e+00,1.012699999999999934e+00,1.893400000000000083e-01,-2.241099999999999870e+00,-1.079599999999999893e+00,-1.395800000000000096e-01
1.176800000000000068e+00,1.672500000000000098e+00,-1.036799999999999944e+00,-2.248499999999999943e+00,-1.048499999999999988e-01,-1.630999999999999950e-01,2.058000000000000107e-01,-4.850400000000000267e-01,5.492399999999999505e-01,-5.064699999999999758e-01,-4.488300000000000067e-01,-1.328699999999999881e-01,-1.360700000000000021e+00,-3.806100000000000039e-01,-1.457600000000000007e+00,2.374999999999999941e-03,-3.873900000000000121e-01,-2.991000000000000103e+00,-8.999000000000000332e-01,1.167000000000000037e+00,-1.092799999999999994e+00,-1.301700000000000079e+00,1.012699999999999934e+00,1.893400000000000083e-01,-2.241099999999999870e+00,-1.079599999999999893e+00,-1.395800000000000096e-01,-1.382600000000000051e+00
1.672500000000000098e+00,-1.036799999999999944e+00,-2.248499999999999943e+00,-1.048499999999999988e-01,-1.630999999999999950e-01,2.058000000000000107e-01,1.212299999999999933e+00,5.492399999999999505e-01,-5.064699999999999758e-01,-4.488300000000000067e-01,-1.328699999999999881e-01,-1.360700000000000021e+00,-3.806100000000000039e-01,3.175700000000000189e-01,2.374999999999999941e-03,-3.873900000000000121e-01,-2.991000000000000103e+00,-8.999000000000000332e-01,1.167000000000000037e+00,-1.092799999999999994e+00,7.049999999999999600e-01,1.012699999999999934e+00,1.893400000000000083e-01,-2.241099999999999870e+00,-1.079599999999999893e+00,-1.395800000000000096e-01,-1.382600000000000051e+00,7.940199999999999481e-01
-1.036799999999999944e+00,-2.248499999999999943e+00,-1.048499999999999988e-01,-1.630999999999999950e-01,2.058000000000000107e-01,1.212299999999999933e+00,1.769700000000000051e+00,-5.064699999999999758e-01,-4.488300000000000067e-01,-1.328699999999999881e-01,-1.360700000000000021e+00,-3.806100000000000039e-01,3.175700000000000189e-01,-5.301700000000000301e-01,-3.873900000000000121e-01,-2.991000000000000103e+00,-8.999000000000000332e-01,1.167000000000000037e+00,-1.092799999999999994e+00,7.049999999999999600e-01,4.623599999999999932e-01,1.893400000000000083e-01,-2.241099999999999870e+00,-1.079599999999999893e+00,-1.395800000000000096e-01,-1.382600000000000051e+00,7.940199999999999481e-01,1.048300000000000010e+00
-2.248499999999999943e+00,-1.048499999999999988e-01,-1.630999999999999950e-01,2.058000000000000107e-01,1.212299999999999933e+00,1.769700000000000051e+00,7.312400000000000011e-01,-4.488300000000000067e-01,-1.328699999999999881e-01,-1.360700000000000021e+00,-3.806100000000000039e-01,3.175700000000000189e-01,-5.301700000000000301e-01,7.249400000000000288e-02,-2.991000000000000103e+00,-8.999000000000000332e-01,1.167000000000000037e+00,-1.092799999999999994e+00,7.049999999999999600e-01,4.623599999999999932e-01,-8.695500000000000451e-01,-2.241099999999999870e+00,-1.079599999999999893e+00,-1.395800000000000096e-01,-1.382600000000000051e+00,7.940199999999999481e-01,1.048300000000000010e+00,1.420099999999999973e-01
-1.048499999999999988e-01,-1.630999999999999950e-01,2.058000000000000107e-01,1.212299999999999933e+00,1.769700000000000051e+00,7.312400000000000011e-01,-6.604100000000000525e-01,-1.328699999999999881e-01,-1.360700000000000021e+00,-3.806100000000000039e-01,3.175700000000000189e-01,-5.301700000000000301e-01,7.249400000000000288e-02,-1.372200000000000086e-01,-8.999000000000000332e-01,1.167000000000000037e+00,-1.092799999999999994e+00,7.049999999999999600e-01,4.623599999999999932e-01,-8.695500000000000451e-01,-1.433999999999999941e+00,-1.079599999999999893e+00,-1.395800000000000096e-01,-1.382600000000000051e+00,7.940199999999999481e-01,1.048300000000000010e+00,1.420099999999999973e-01,-2.483799999999999897e-02
-1.630999999999999950e-01,2.058000000000000107e-01,1.212299999999999933e+00,1.769700000000000051e+00,7.312400000000000011e-01,-6.604100000000000525e-01,7.561400000000000343e-01,-1.360700000000000021e+00,-3.806100000000000039e-01,3.175700000000000189e-01,-5.301700000000000301e-01,7.249400000000000288e-02,-1.372200000000000086e-01,-1.385800000000000087e-01,1.167000000000000037e+00,-1.092799999999999994e+00,7.049999999999999600e-01,4.623599999999999932e-01,-8.695500000000000451e-01,-1.433999999999999941e+00,-1.994699999999999918e+00,-1.395800000000000096e-01,-1.382600000000000051e+00,7.940199999999999481e-01,1.048300000000000010e+00,1.420099999999999973e-01,-2.483799999999999897e-02,-7.229900000000000215e-01
2.058000000000000107e-01,1.212299999999999933e+00,1.769700000000000051e+00,7.312400000000000011e-01,-6.604100000000000525e-01,7.561400000000000343e-01,-1.536399999999999988e-01,-3.806100000000000039e-01,3.175700000000000189e-01,-5.301700000000000301e-01,7.249400000000000288e-02,-1.372200000000000086e-01,-1.385800000000000087e-01,5.095100000000000184e-01,-1.092799999999999994e+00,7.049999999999999600e-01,4.623599999999999932e-01,-8.695500000000000451e-01,-1.433999999999999941e+00,-1.994699999999999918e+00,-8.161000000000000199e-02,-1.382600000000000051e+00,7.940199999999999481e-01,1.048300000000000010e+00,1.420099999999999973e-01,-2.483799999999999897e-02,-7.229900000000000215e-01,5.640300000000000175e-02
1.212299999999999933e+00,1.769700000000000051e+00,7.312400000000000011e-01,-6.604100000000000525e-01,7.561400000000000343e-01,-1.536399999999999988e-01,2.336399999999999866e-01,3.175700000000000189e-01,-5.301700000000000301e-01,7.249400000000000288e-02,-1.372200000000000086e-01,-1.385800000000000087e-01,5.095100000000000184e-01,-1.252699999999999925e+00,7.049999999999999600e-01,4.623599999999999932e-01,-8.695500000000000451e-01,-1.433999999999999941e+00,-1.994699999999999918e+00,-8.161000000000000199e-02,-1.001500000000000057e+00,7.940199999999999481e-01,1.048300000000000010e+00,1.420099999999999973e-01,-2.483799999999999897e-02,-7.229900000000000215e-01,5.640300000000000175e-02,-1.897799999999999834e-02
1.769700000000000051e+00,7.312400000000000011e-01,-6.604100000000000525e-01,7.561400000000000343e-01,-1.536399999999999988e-01,2.336399999999999866e-01,5.764399999999999524e-01,-5.301700000000000301e-01,7.249400000000000288e-02,-1.372200000000000086e-01,-1.385800000000000087e-01,5.095100000000000184e-01,-1.252699999999999925e+00,8.147299999999999542e-01,4.623599999999999932e-01,-8.695500000000000451e-01,-1.433999999999999941e+00,-1.994699999999999918e+00,-8.161000000000000199e-02,-1.001500000000000057e+00,-1.448199999999999932e+00,1.048300000000000010e+00,1.420099999999999973e-01,-2.483799999999999897e-02,-7.229900000000000215e-01,5.640300000000000175e-02,-1.897799999999999834e-02,-1.288499999999999979e+00
7.312400000000000011e-01,-6.604100000000000525e-01,7.561400000000000343e-01,-1.536399999999999988e-01,2.336399999999999866e-01,5.764399999999999524e-01,-9.813800000000000301e-01,7.249400000000000288e-02,-1.372200000000000086e-01,-1.385800000000000087e-01,5.095100000000000184e-01,-1.252699999999999925e+00,8.147299999999999542e-01,-2.676799999999999735e-01,-8.695500000000000451e-01,-1.433999999999999941e+00,-1.994699999999999918e+00,-8.161000000000000199e-02,-1.001500000000000057e+00,-1.448199999999999932e+00,6.518300000000000205e-01,1.420099999999999973e-01,-2.483799999999999897e-02,-7.229900000000000215e-01,5.640300000000000175e-02,-1.897799999999999834e-02,-1.288499999999999979e+00,1.064999999999999947e+00
-6.604100000000000525e-01,7.561400000000000343e-01,-1.536399999999999988e-01,2.336399999999999866e-01,5.764399999999999524e-01,-9.813800000000000301e-01,-1.314200000000000035e+00,-1.372200000000000086e-01,-1.385800000000000087e-01,5.095100000000000184e-01,-1.252699999999999925e+00,8.147299999999999542e-01,-2.676799999999999735e-01,-1.671199999999999908e-01,-1.433999999999999941e+00,-1.994699999999999918e+00,-8.161000000000000199e-02,-1.001500000000000057e+00,-1.448199999999999932e+00,6.518300000000000205e-01,-2.021900000000000031e+00,-2.483799999999999897e-02,-7.229900000000000215e-01,5.640300000000000175e-02,-1.897799999999999834e-02,-1.288499999999999979e+00,1.064999999999999947e+00,-2.122500000000000053e+00
7.561400000000000343e-01,-1.536399999999999988e-01,2.336399999999999866e-01,5.764399999999999524e-01,-9.813800000000000301e-01,-1.314200000000000035e+00,-1.305900000000000061e+00,-1.385800000000000087e-01,5.095100000000000184e-01,-1.252699999999999925e+00,8.147299999999999542e-01,-2.676799999999999735e-01,-1.671199999999999908e-01,-4.459899999999999975e-01,-1.994699999999999918e+00,-8.161000000000000199e-02,-1.001500000000000057e+00,-1.448199999999999932e+00,6.518300000000000205e-01,-2.021900000000000031e+00,3.515300000000000091e-01,-7.229900000000000215e-01,5.640300000000000175e-02,-1.897799999999999834e-02,-1.288499999999999979e+00,1.064999999999999947e+00,-2.122500000000000053e+00,-4.215499999999999803e-01
-1.536399999999999988e-01,2.336399999999999866e-01,5.764399999999999524e-01,-9.813800000000000301e-01,-1.314200000000000035e+00,-1.305900000000000061e+00,-5.742799999999999988e-02,5.095100000000000184e-01,-1.252699999999999925e+00,8.147299999999999542e-01,-2.676799999999999735e-01,-1.671199999999999908e-01,-4.459899999999999975e-01,3.039299999999999891e+00,-8.161000000000000199e-02,-1.001500000000000057e+00,-1.448199999999999932e+00,6.518300000000000205e-01,-2.021900000000000031e+00,3.515300000000000091e-01,-1.397599999999999953e-01,5.640300000000000175e-02,-1.897799999999999834e-02,-1.288499999999999979e+00,1.064999999999999947e+00,-2.122500000000000053e+00,-4.215499999999999803e-01,-1.137499999999999956e+00
2.336399999999999866e-01,5.764399999999999524e-01,-9.813800000000000301e-01,-1.314200000000000035e+00,-1.305900000000000061e+00,-5.742799999999999988e-02,7.321800000000000530e-02,-1.252699999999999925e+00,8.147299999999999542e-01,-2.676799999999999735e-01,-1.671199999999999908e-01,-4.459899999999999975e-01,3.039299999999999891e+00,6.480900000000000549e-01,-1.001500000000000057e+00,-1.448199999999999932e+00,6.518300000000000205e-01,-2.021900000000000031e+00,3.515300000000000091e-01,-1.397599999999999953e-01,4.874600000000000044e+00,-1.897799999999999834e-02,-1.288499999999999979e+00,1.064999999999999947e+00,-2.122500000000000053e+00,-4.215499999999999803e-01,-1.137499999999999956e+00,3.715800000000000214e+00
5.764399999999999524e-01,-9.813800000000000301e-01,-1.314200000000000035e+00,-1.305900000000000061e+00,-5.742799999999999988e-02,7.321800000000000530e-02,8.118400000000000061e-01,8.147299999999999542e-01,-2.676799999999999735e-01,-1.671199999999999908e-01,-4.459899999999999975e-01,3.039299999999999891e+00,6.480900000000000549e-01,-4.438699999999999868e-01,-1.448199999999999932e+00,6.518300000000000205e-01,-2.021900000000000031e+00,3.515300000000000091e-01,-1.397599999999999953e-01,4.874600000000000044e+00,5.657100000000000461e-01,-1.288499999999999979e+00,1.064999999999999947e+00,-2.122500000000000053e+00,-4.215499999999999803e-01,-1.137499999999999956e+00,3.715800000000000214e+00,-3.544300000000000228e-01
-9.813800000000000301e-01,-1.314200000000000035e+00,-1.305900000000000061e+00,-5.742799999999999988e-02,7.321800000000000530e-02,8.118400000000000061e-01,-9.655500000000000194e-01,-2.676799999999999735e-01,-1.671199999999999908e-01,-4.459899999999999975e-01,3.039299999999999891e+00,6.480900000000000549e-01,-4.438699999999999868e-01,-4.612800000000000233e-02,6.518300000000000205e-01,-2.021900000000000031e+00,3.515300000000000091e-01,-1.397599999999999953e-01,4.874600000000000044e+00,5.657100000000000461e-01,1.535600000000000076e+00,1.064999999999999947e+00,-2.122500000000000053e+00,-4.215499999999999803e-01,-1.137499999999999956e+00,3.715800000000000214e+00,-3.544300000000000228e-01,7.910000000000000364e-01
-1.314200000000000035e+00,-1.305900000000000061e+00,-5.742799999999999988e-02,7.321800000000000530e-02,8.118400000000000061e-01,-9.655500000000000194e-01,4.661799999999999833e-01,-1.671199999999999908e-01,-4.459899999999999975e-01,3.039299999999999891e+00,6.480900000000000549e-01,-4.438699999999999868e-01,-4.612800000000000233e-02,3.980799999999999894e-01,-2.021900000000000031e+00,3.515300000000000091e-01,-1.397599999999999953e-01,4.874600000000000044e+00,5.657100000000000461e-01,1.535600000000000076e+00,-7.741900000000000448e-01,-2.122500000000000053e+00,-4.215499999999999803e-01,-1.137499999999999956e+00,3.715800000000000214e+00,-3.544300000000000228e-01,7.910000000000000364e-01,-3.270600000000000174e-01
-1.305900000000000061e+00,-5.742799999999999988e-02,7.321800000000000530e-02,8.118400000000000061e-01,-9.655500000000000194e-01,4.661799999999999833e-01,1.204800000000000093e+00,-4.459899999999999975e-01,3.039299999999999891e+00,6.480900000000000549e-01,-4.438699999999999868e-01,-4.612800000000000233e-02,3.980799999999999894e-01,2.693400000000000238e-01,3.515300000000000091e-01,-1.397599999999999953e-01,4.874600000000000044e+00,5.657100000000000461e-01,1.535600000000000076e+00,-7.741900000000000448e-01,1.956199999999999939e+00,-4.215499999999999803e-01,-1.137499999999999956e+00,3.715800000000000214e+00,-3.544300000000000228e-01,7.910000000000000364e-01,-3.270600000000000174e-01,1.545199999999999907e+00
-5.742799999999999988e-02,7.321800000000000530e-02,8.118400000000000061e-01,-9.655500000000000194e-01,4.661799999999999833e-01,1.204800000000000093e+00,-1.679900000000000004e-01,3.039299999999999891e+00,6.480900000000000549e-01,-4.438699999999999868e-01,-4.612800000000000233e-02,3.980799999999999894e-01,2.693400000000000238e-01,5.876500000000000057e-01,-1.397599999999999953e-01,4.874600000000000044e+00,5.657100000000000461e-01,1.535600000000000076e+00,-7.741900000000000448e-01,1.956199999999999939e+00,2.134699999999999931e-01,-1.137499999999999956e+00,3.715800000000000214e+00,-3.544300000000000228e-01,7.910000000000000364e-01,-3.270600000000000174e-01,1.545199999999999907e+00,3.793599999999999750e-01
7.321800000000000530e-02,8.118400000000000061e-01,-9.655500000000000194e-01,4.661799999999999833e-01,1.204800000000000093e+00,-1.679900000000000004e-01,6.422499999999999876e-01,6.480900000000000549e-01,-4.438699999999999868e-01,-4.612800000000000233e-02,3.980799999999999894e-01,2.693400000000000238e-01,5.876500000000000057e-01,1.007100000000000106e+00,4.874600000000000044e+00,5.657100000000000461e-01,1.535600000000000076e+00,-7.741900000000000448e-01,1.956199999999999939e+00,2.134699999999999931e-01,-1.174700000000000050e-01,3.715800000000000214e+00,-3.544300000000000228e-01,7.910000000000000364e-01,-3.270600000000000174e-01,1.545199999999999907e+00,3.793599999999999750e-01,7.673900000000000166e-01
8.118400000000000061e-01,-9.655500000000000194e-01,4.661799999999999833e-01,1.204800000000000093e+00,-1.679900000000000004e-01,6.422499999999999876e-01,6.717100000000000293e-01,-4.438699999999999868e-01,-4.612800000000000233e-02,3.980799999999999894e-01,2.693400000000000238e-01,5.876500000000000057e-01,1.007100000000000106e+00,-3.930400000000000005e-01,5.657100000000000461e-01,1.535600000000000076e+00,-7.741900000000000448e-01,1.956199999999999939e+00,2.134699999999999931e-01,-1.174700000000000050e-01,1.101399999999999935e+00,-3.544300000000000228e-01,7.910000000000000364e-01,-3.270600000000000174e-01,1.545199999999999907e+00,3.793599999999999750e-01,7.673900000000000166e-01,1.268100000000000005e+00
-9.655500000000000194e-01,4.661799999999999833e-01,1.204800000000000093e+00,-1.679900000000000004e-01,6.422499999999999876e-01,6.717100000000000293e-01,8.923599999999999588e-02,-4.612800000000000233e-02,3.980799999999999894e-01,2.693400000000000238e-01,5.876500000000000057e-01,1.007100000000000106e+00,-3.930400000000000005e-01,-4.641299999999999870e-01,1.535600000000000076e+00,-7.741900000000000448e-01,1.956199999999999939e+00,2.134699999999999931e-01,-1.174700000000000050e-01,1.101399999999999935e+00,-1.054699999999999971e+00,7.910000000000000364e-01,-3.270600000000000174e-01,1.545199999999999907e+00,3.793599999999999750e-01,7.673900000000000166e-01,1.268100000000000005e+00,-5.127199999999999536e-01
4.661799999999999833e-01,1.204800000000000093e+00,-1.679900000000000004e-01,6.422499999999999876e-01,6.717100000000000293e-01,8.923599999999999588e-02,-1.300000000000000044e-01,3.980799999999999894e-01,2.693400000000000238e-01,5.876500000000000057e-01,1.007100000000000106e+00,-3.930400000000000005e-01,-4.641299999999999870e-01,-9.479500000000000426e-02,-7.741900000000000448e-01,1.956199999999999939e+00,2.134699999999999931e-01,-1.174700000000000050e-01,1.101399999999999935e+00,-1.054699999999999971e+00,-8.659200000000000230e-01,-3.270600000000000174e-01,1.545199999999999907e+00,3.793599999999999750e-01,7.673900000000000166e-01,1.268100000000000005e+00,-5.127199999999999536e-01,-2.047299999999999953e-01
1.204800000000000093e+00,-1.679900000000000004e-01,6.422499999999999876e-01,6.717100000000000293e-01,8.923599999999999588e-02,-1.300000000000000044e-01,-6.208600000000000230e-02,2.693400000000000238e-01,5.876500000000000057e-01,1.007100000000000106e+00,-3.930400000000000005e-01,-4.641299999999999870e-01,-9.479500000000000426e-02,9.028399999999999759e-01,1.956199999999999939e+00,2.134699999999999931e-01,-1.174700000000000050e-01,1.101399999999999935e+00,-1.054699999999999971e+00,-8.659200000000000230e-01,-7.330299999999999594e-01,1.545199999999999907e+00,3.793599999999999750e-01,7.673900000000000166e-01,1.268100000000000005e+00,-5.127199999999999536e-01,-2.047299999999999953e-01,-3.436699999999999755e-01
-1.679900000000000004e-01,6.422499999999999876e-01,6.717100000000000293e-01,8.923599999999999588e-02,-1.300000000000000044e-01,-6.208600000000000230e-02,4.376900000000000235e-01,5.876500000000000057e-01,1.007100000000000106e+00,-3.930400000000000005e-01,-4.641299999999999870e-01,-9.479500000000000426e-02,9.028399999999999759e-01,-6.559300000000000130e-01,2.134699999999999931e-01,-1.174700000000000050e-01,1.101399999999999935e+00,-1.054699999999999971e+00,-8.659200000000000230e-01,-7.330299999999999594e-01,5.966599999999999682e-01,3.793599999999999750e-01,7.673900000000000166e-01,1.268100000000000005e+00,-5.127199999999999536e-01,-2.047299999999999953e-01,-3.436699999999999755e-01,9.108699999999999575e-01
6.422499999999999876e-01,6.717100000000000293e-01,8.923599999999999588e-02,-1.300000000000000044e-01,-6.208600000000000230e-02,4.376900000000000235e-01,-2.034699999999999953e+00,1.007100000000000106e+00,-3.930400000000000005e-01,-4.641299999999999870e-01,-9.479500000000000426e-02,9.028399999999999759e-01,-6.559300000000000130e-01,-8.752199999999999980e-01,-1.174700000000000050e-01,1.101399999999999935e+00,-1.054699999999999971e+00,-8.659200000000000230e-01,-7.330299999999999594e-01,5.966599999999999682e-01,-9.080500000000000238e-01,7.673900000000000166e-01,1.268100000000000005e+00,-5.127199999999999536e-01,-2.047299999999999953e-01,-3.436699999999999755e-01,9.108699999999999575e-01,-1.645799999999999930e+00
6.717100000000000293e-01,8.923599999999999588e-02,-1.300000000000000044e-01,-6.208600000000000230e-02,4.376900000000000235e-01,-2.034699999999999953e+00,-9.832499999999999574e-02,-3.930400000000000005e-01,-4.641299999999999870e-01,-9.479500000000000426e-02,9.028399999999999759e-01,-6.559300000000000130e-01,-8.752199999999999980e-01,9.347999999999999643e-01,1.101399999999999935e+00,-1.054699999999999971e+00,-8.659200000000000230e-01,-7.330299999999999594e-01,5.966599999999999682e-01,-9.080500000000000238e-01,-1.784299999999999997e+00,1.268100000000000005e+00,-5.127199999999999536e-01,-2.047299999999999953e-01,-3.436699999999999755e-01,9.108699999999999575e-01,-1.645799999999999930e+00,-1.269800000000000040e+00
8.923599999999999588e-02,-1.300000000000000044e-01,-6.208600000000000230e-02,4.376900000000000235e-01,-2.034699999999999953e+00,-9.832499999999999574e-02,-1.207200000000000051e+00,-4.641299999999999870e-01,-9.479500000000000426e-02,9.028399999999999759e-01,-6.559300000000000130e-01,-8.752199999999999980e-01,9.347999999999999643e-01,-1.468899999999999928e-01,-1.054699999999999971e+00,-8.659200000000000230e-01,-7.330299999999999594e-01,5.966599999999999682e-01,-9.080500000000000238e-01,-1.784299999999999997e+00,2.636200000000000099e+00,-5.127199999999999536e-01,-2.047299999999999953e-01,-3.436699999999999755e-01,9.108699999999999575e-01,-1.645799999999999930e+00,-1.269800000000000040e+00,8.973200000000000065e-01
-1.300000000000000044e-01,-6.208600000000000230e-02,4.376900000000000235e-01,-2.034699999999999953e+00,-9.832499999999999574e-02,-1.207200000000000051e+00,1.157100000000000017e+00,-9.479500000000000426e-02,9.028399999999999759e-01,-6.559300000000000130e-01,-8.752199999999999980e-01,9.347999999999999643e-01,-1.468899999999999928e-01,-6.470399999999999485e-01,-8.659200000000000230e-01,-7.330299999999999594e-01,5.966599999999999682e-01,-9.080500000000000238e-01,-1.784299999999999997e+00,2.636200000000000099e+00,-7.990599999999999925e-01,-2.047299999999999953e-01,-3.436699999999999755e-01,9.108699999999999575e-01,-1.645799999999999930e+00,-1.269800000000000040e+00,8.973200000000000065e-01,-8.004799999999999693e-01
-6.208600000000000230e-02,4.376900000000000235e-01,-2.034699999999999953e+00,-9.832499999999999574e-02,-1.207200000000000051e+00,1.157100000000000017e+00,-1.431300000000000017e+00,9.028399999999999759e-01,-6.559300000000000130e-01,-8.752199999999999980e-01,9.347999999999999643e-01,-1.468899999999999928e-01,-6.470399999999999485e-01,7.830300000000000038e-01,-7.330299999999999594e-01,5.966599999999999682e-01,-9.080500000000000238e-01,-1.784299999999999997e+00,2.636200000000000099e+00,-7.990599999999999925e-01,2.041300000000000114e+00,-3.436699999999999755e-01,9.108699999999999575e-01,-1.645799999999999930e+00,-1.269800000000000040e+00,8.973200000000000065e-01,-8.004799999999999693e-01,2.692999999999999838e-01
4.376900000000000235e-01,-2.034699999999999953e+00,-9.832499999999999574e-02,-1.207200000000000051e+00,1.157100000000000017e+00,-1.431300000000000017e+00,9.633000000000000451e-01,-6.559300000000000130e-01,-8.752199999999999980e-01,9.347999999999999643e-01,-1.468899999999999928e-01,-6.470399999999999485e-01,7.830300000000000038e-01,-6.489799999999999736e-02,5.966599999999999682e-01,-9.080500000000000238e-01,-1.784299999999999997e+00,2.636200000000000099e+00,-7.990599999999999925e-01,2.041300000000000114e+00,-5.756900000000000350e-01,9.108699999999999575e-01,-1.645799999999999930e+00,-1.269800000000000040e+00,8.973200000000000065e-01,-8.004799999999999693e-01,2.692999999999999838e-01,4.036399999999999988e-01
-2.034699999999999953e+00,-9.832499999999999574e-02,-1.207200000000000051e+00,1.157100000000000017e+00,-1.431300000000000017e+00,9.633000000000000451e-01,-1.227300000000000058e-01,-8.752199999999999980e-01,9.347999999999999643e-01,-1.468899999999999928e-01,-6.470399999999999485e-01,7.830300000000000038e-01,-6.489799999999999736e-02,-2.439400000000000013e+00,-9.080500000000000238e-01,-1.784299999999999997e+00,2.636200000000000099e+00,-7.990599999999999925e-01,2.041300000000000114e+00,-5.756900000000000350e-01,2.086599999999999788e+00,-1.645799999999999930e+00,-1.269800000000000040e+00,8.973200000000000065e-01,-8.004799999999999693e-01,2.692999999999999838e-01,4.036399999999999988e-01,5.055300000000000349e-01
-9.832499999999999574e-02,-1.207200000000000051e+00,1.157100000000000017e+00,-1.431300000000000017e+00,9.633000000000000451e-01,-1.227300000000000058e-01,1.307399999999999896e+00,9.347999999999999643e-01,-1.468899999999999928e-01,-6.470399999999999485e-01,7.830300000000000038e-01,-6.489799999999999736e-02,-2.439400000000000013e+00,-1.266399999999999970e+00,-1.784299999999999997e+00,2.636200000000000099e+00,-7.990599999999999925e-01,2.041300000000000114e+00,-5.756900000000000350e-01,2.086599999999999788e+00,-3.174799999999999844e+00,-1.269800000000000040e+00,8.973200000000000065e-01,-8.004799999999999693e-01,2.692999999999999838e-01,4.036399999999999988e-01,5.055300000000000349e-01,-2.019600000000000062e+00
-1.207200000000000051e+00,1.157100000000000017e+00,-1.431300000000000017e+00,9.633000000000000451e-01,-1.227300000000000058e-01,1.307399999999999896e+00,-3.063600000000000212e-01,-1.468899999999999928e-01,-6.470399999999999485e-01,7.830300000000000038e-01,-6.489799999999999736e-02,-2.439400000000000013e+00,-1.266399999999999970e+00,1.569899999999999907e-01,2.636200000000000099e+00,-7.990599999999999925e-01,2.041300000000000114e+00,-5.756900000000000350e-01,2.086599999999999788e+00,-3.174799999999999844e+00,3.763199999999999878e-01,8.973200000000000065e-01,-8.004799999999999693e-01,2.692999999999999838e-01,4.036399999999999988e-01,5.055300000000000349e-01,-2.019600000000000062e+00,3.194000000000000172e-01
