# r1_0,r1_1,r2_0,r2_1,y1_0,y1_1,y2_0,y2_1
4.951699999999999990e-01,9.686900000000000510e-01,8.450600000000000819e-03,-2.992400000000000060e-01,-9.434099999999999708e-01,-1.801199999999999912e+00,-3.582899999999999974e-01,7.613999999999999657e-01
9.686900000000000510e-01,-7.445599999999999441e-02,-2.992400000000000060e-01,9.290399999999999769e-01,-1.801199999999999912e+00,-1.489000000000000101e+00,7.613999999999999657e-01,-6.712799999999999878e-01
-7.445599999999999441e-02,-9.427499999999999769e-01,9.290399999999999769e-01,-1.798700000000000021e-01,-1.489000000000000101e+00,-1.001100000000000101e+00,-6.712799999999999878e-01,3.332600000000000007e-01
-9.427499999999999769e-01,-1.169000000000000039e+00,-1.798700000000000021e-01,-8.707899999999999530e-01,-1.001100000000000101e+00,-1.688499999999999890e+00,3.332600000000000007e-01,-1.829099999999999948e+00
-1.169000000000000039e+00,-6.588000000000000522e-01,-8.707899999999999530e-01,-7.660099999999999687e-01,-1.688499999999999890e+00,-8.957000000000000517e-01,-1.829099999999999948e+00,-1.212299999999999933e+00
-6.588000000000000522e-01,-1.356300000000000061e+00,-7.660099999999999687e-01,1.344600000000000017e+00,-8.957000000000000517e-01,-1.782299999999999995e-01,-1.212299999999999933e+00,-1.322400000000000020e+00
-1.356300000000000061e+00,-1.790399999999999991e+00,1.344600000000000017e+00,8.957600000000000284e-02,-1.782299999999999995e-01,1.629199999999999982e+00,-1.322400000000000020e+00,5.202099999999999502e-01
-1.790399999999999991e+00,-2.144299999999999873e+00,8.957600000000000284e-02,-3.539900000000000269e-01,1.629199999999999982e+00,6.757499999999999618e-01,5.202099999999999502e-01,-1.650400000000000089e+00
-2.144299999999999873e+00,-8.451100000000000279e-01,-3.539900000000000269e-01,8.348900000000000210e-01,6.757499999999999618e-01,1.610700000000000021e+00,-1.650400000000000089e+00,-3.973200000000000065e-01
-8.451100000000000279e-01,-9.747200000000000308e-02,8.348900000000000210e-01,-1.895100000000000007e+00,1.610700000000000021e+00,3.604299999999999837e+00,-3.973200000000000065e-01,1.209699999999999998e+00
-9.747200000000000308e-02,-1.520399999999999974e+00,-1.895100000000000007e+00,5.058099999999999818e-01,3.604299999999999837e+00,1.673800000000000010e-01,1.209699999999999998e+00,-2.040500000000000203e+00
-1.520399999999999974e+00,-4.389600000000000168e-01,5.058099999999999818e-01,8.975199999999999845e-01,1.673800000000000010e-01,2.238999999999999879e+00,-2.040500000000000203e+00,1.463600000000000012e+00
-4.389600000000000168e-01,1.233100000000000085e+00,8.975199999999999845e-01,2.224299999999999802e-03,2.238999999999999879e+00,2.575099999999999945e+00,1.463600000000000012e+00,9.976199999999999513e-01
1.233100000000000085e+00,1.070300000000000029e+00,2.224299999999999802e-03,3.118299999999999961e-01,2.575099999999999945e+00,2.129999999999999893e+00,9.976199999999999513e-01,1.493200000000000083e+00
1.070300000000000029e+00,1.515600000000000058e+00,3.118299999999999961e-01,1.884700000000000042e+00,2.129999999999999893e+00,7.645100000000000229e-01,1.493200000000000083e+00,1.453500000000000014e+00
1.515600000000000058e+00,-9.580600000000000227e-01,1.884700000000000042e+00,-1.401799999999999935e+00,7.645100000000000229e-01,1.996799999999999908e+00,1.453500000000000014e+00,2.222500000000000142e+00
-9.580600000000000227e-01,1.924200000000000077e-01,-1.401799999999999935e+00,2.223599999999999799e+00,1.996799999999999908e+00,-3.608499999999999819e+00,2.222500000000000142e+00,-2.587499999999999911e+00
1.924200000000000077e-01,-1.648300000000000098e+00,2.223599999999999799e+00,4.960600000000000009e-01,-3.608499999999999819e+00,3.725600000000000023e+00,-2.587499999999999911e+00,3.170199999999999907e+00
-1.648300000000000098e+00,5.394700000000000051e-01,4.960600000000000009e-01,-1.742700000000000152e-02,3.725600000000000023e+00,-1.880200000000000093e+00,3.170199999999999907e+00,-1.835800000000000098e+00
5.394700000000000051e-01,-9.484299999999999953e-01,-1.742700000000000152e-02,2.055599999999999927e-01,-1.880200000000000093e+00,2.874600000000000044e+00,-1.835800000000000098e+00,1.313600000000000101e+00
-9.484299999999999953e-01,4.992699999999999916e-01,2.055599999999999927e-01,-9.270500000000000407e-01,2.874600000000000044e+00,-8.577399999999999469e-01,1.313600000000000101e+00,-5.613599999999999701e-01
4.992699999999999916e-01,-3.484899999999999803e-02,-9.270500000000000407e-01,-2.586700000000000110e-01,-8.577399999999999469e-01,1.107499999999999929e+00,-5.613599999999999701e-01,3.576399999999999978e-03
-3.484899999999999803e-02,1.560799999999999965e+00,-2.586700000000000110e-01,-1.413200000000000012e-01,1.107499999999999929e+00,-5.085100000000000176e-01,3.576399999999999978e-03,4.163000000000000034e-01
1.560799999999999965e+00,6.891399999999999748e-01,-1.413200000000000012e-01,1.189299999999999941e-01,-5.085100000000000176e-01,8.723999999999999533e-01,4.163000000000000034e-01,8.164000000000000146e-01
6.891399999999999748e-01,-1.115399999999999947e+00,1.189299999999999941e-01,-8.894499999999999629e-01,8.723999999999999533e-01,-1.223300000000000054e+00,8.164000000000000146e-01,-2.714699999999999891e-01
-1.115399999999999947e+00,-5.281500000000000083e-01,-8.894499999999999629e-01,7.337200000000000388e-01,-1.223300000000000054e+00,-2.155699999999999950e+00,-2.714699999999999891e-01,-1.691999999999999948e+00
-5.281500000000000083e-01,-1.344700000000000006e+00,7.337200000000000388e-01,-3.126800000000000135e-01,-2.155699999999999950e+00,1.106400000000000050e+00,-1.691999999999999948e+00,5.186500000000000554e-01
-1.344700000000000006e+00,-6.995500000000000052e-01,-3.126800000000000135e-01,-1.561800000000000077e+00,1.106400000000000050e+00,-1.057600000000000096e+00,5.186500000000000554e-01,-1.739900000000000002e+00
-6.995500000000000052e-01,5.728199999999999958e-01,-1.561800000000000077e+00,-6.341000000000000282e-03,-1.057600000000000096e+00,5.933299999999999685e-02,-1.739900000000000002e+00,-8.139199999999999768e-01
5.728199999999999958e-01,4.624099999999999877e-01,-6.341000000000000282e-03,-1.679699999999999971e+00,5.933299999999999685e-02,1.281900000000000039e+00,-8.139199999999999768e-01,8.556000000000000272e-01
4.624099999999999877e-01,1.656700000000000061e+00,-1.679699999999999971e+00,2.530899999999999817e-01,1.281900000000000039e+00,-1.719400000000000039e+00,8.556000000000000272e-01,-1.235000000000000098e+00
1.656700000000000061e+00,-7.153500000000000414e-01,2.530899999999999817e-01,3.613999999999999990e-01,-1.719400000000000039e+00,1.209600000000000009e+00,-1.235000000000000098e+00,1.517800000000000038e+00
-7.153500000000000414e-01,5.063499999999999668e-01,3.613999999999999990e-01,-1.971100000000000074e-01,1.209600000000000009e+00,-2.260200000000000209e+00,1.517800000000000038e+00,-8.930900000000000505e-01
5.063499999999999668e-01,1.434800000000000075e+00,-1.971100000000000074e-01,-1.327299999999999924e+00,-2.260200000000000209e+00,5.504400000000000404e-01,-8.930900000000000505e-01,7.926499999999999657e-01
1.434800000000000075e+00,1.683300000000000074e-01,-1.327299999999999924e+00,1.314500000000000113e-01,5.504400000000000404e-01,-1.969600000000000017e+00,7.926499999999999657e-01,-1.173300000000000010e+00
1.683300000000000074e-01,6.253100000000000325e-01,1.314500000000000113e-01,8.246299999999999741e-01,-1.969600000000000017e+00,-9.947799999999999976e-01,-1.173300000000000010e+00,6.094800000000000217e-01
6.253100000000000325e-01,1.555299999999999905e+00,8.246299999999999741e-01,1.083500000000000019e-01,-9.947799999999999976e-01,-2.367700000000000082e-01,6.094800000000000217e-01,7.537800000000000056e-01
1.555299999999999905e+00,-1.273499999999999979e-02,1.083500000000000019e-01,6.268399999999999528e-01,-2.367700000000000082e-01,-6.587199999999999722e-01,7.537800000000000056e-01,1.707500000000000129e-01
-1.273499999999999979e-02,-2.315300000000000136e+00,6.268399999999999528e-01,5.338500000000000467e-01,-6.587199999999999722e-01,-1.351299999999999946e+00,1.707500000000000129e-01,-6.096200000000000507e-01
-2.315300000000000136e+00,-1.540999999999999925e+00,5.338500000000000467e-01,-1.779700000000000060e+00,-1.351299999999999946e+00,-1.253700000000000037e+00,-6.096200000000000507e-01,-1.367799999999999905e+00
-1.540999999999999925e+00,-3.763599999999999723e-01,-1.779700000000000060e+00,-1.139599999999999946e+00,-1.253700000000000037e+00,-8.775199999999999667e-01,-1.367799999999999905e+00,-2.336899999999999977e+00
-3.763599999999999723e-01,1.756699999999999928e+00,-1.139599999999999946e+00,-1.282799999999999940e+00,-8.775199999999999667e-01,6.259299999999999864e-01,-2.336899999999999977e+00,2.414800000000000002e-01
1.756699999999999928e+00,1.221200000000000063e+00,-1.282799999999999940e+00,-7.719799999999999995e-01,6.259299999999999864e-01,2.088899999999999924e-01,2.414800000000000002e-01,-1.316100000000000048e-01
1.221200000000000063e+00,-3.186599999999999988e-01,-7.719799999999999995e-01,5.822000000000000508e-01,2.088899999999999924e-01,-1.244699999999999918e+00,-1.316100000000000048e-01,-1.769199999999999939e-01
-3.186599999999999988e-01,-2.902399999999999980e-01,5.822000000000000508e-01,7.350200000000000067e-01,-1.244699999999999918e+00,-8.417499999999999982e-01,-1.769199999999999939e-01,8.524199999999999833e-02
-2.902399999999999980e-01,-1.667100000000000026e+00,7.350200000000000067e-01,-1.025700000000000056e+00,-8.417499999999999982e-01,1.277599999999999916e-02,8.524199999999999833e-02,-3.620999999999999774e-01
-1.667100000000000026e+00,1.610300000000000065e+00,-1.025700000000000056e+00,-1.563799999999999912e-01,1.277599999999999916e-02,-1.920900000000000052e+00,-3.620999999999999774e-01,-1.435000000000000053e+00
1.610300000000000065e+00,1.495100000000000096e+00,-1.563799999999999912e-01,-1.228499999999999925e+00,-1.920900000000000052e+00,2.293499999999999872e+00,-1.435000000000000053e+00,1.758899999999999908e+00
1.495100000000000096e+00,5.479300000000000281e-01,-1.228499999999999925e+00,1.534899999999999931e+00,2.293499999999999872e+00,-2.429800000000000182e+00,1.758899999999999908e+00,-1.238899999999999890e+00
5.479300000000000281e-01,-7.669700000000000406e-01,1.534899999999999931e+00,-9.132200000000000317e-01,-2.429800000000000182e+00,9.624000000000000332e-01,-1.238899999999999890e+00,1.990699999999999914e+00
-7.669700000000000406e-01,-8.441499999999999559e-01,-9.132200000000000317e-01,8.243500000000000272e-01,9.624000000000000332e-01,-3.303199999999999914e+00,1.990699999999999914e+00,-2.990299999999999958e+00
-8.441499999999999559e-01,1.024100000000000010e+00,8.243500000000000272e-01,7.267599999999999616e-01,-3.303199999999999914e+00,1.402099999999999902e+00,-2.990299999999999958e+00,1.894300000000000095e+00
1.024100000000000010e+00,-1.397599999999999953e-01,7.267599999999999616e-01,-6.295600000000000085e-01,1.402099999999999902e+00,7.035700000000000287e-01,1.894300000000000095e+00,-4.460299999999999682e-02
-1.397599999999999953e-01,-1.201899999999999968e+00,-6.295600000000000085e-01,1.485600000000000032e+00,7.035700000000000287e-01,-1.196600000000000108e+00,-4.460299999999999682e-02,-9.469100000000000295e-01
-1.201899999999999968e+00,-2.918499999999999983e-01,1.485600000000000032e+00,-7.671200000000000241e-01,-1.196600000000000108e+00,1.303900000000000059e+00,-9.469100000000000295e-01,1.143100000000000005e+00
-2.918499999999999983e-01,-1.133999999999999897e+00,-7.671200000000000241e-01,3.921100000000000141e-01,1.303900000000000059e+00,-3.850399999999999934e-01,1.143100000000000005e+00,-1.791099999999999914e+00
-1.133999999999999897e+00,-2.090900000000000050e-02,3.921100000000000141e-01,5.195800000000000418e-01,-3.850399999999999934e-01,1.122300000000000075e+00,-1.791099999999999914e+00,9.183599999999999541e-01
-2.090900000000000050e-02,1.162799999999999945e-01,5.195800000000000418e-01,-1.261400000000000077e+00,1.122300000000000075e+00,1.602300000000000058e+00,9.183599999999999541e-01,2.881900000000000017e-01
1.162799999999999945e-01,-6.421799999999999731e-01,-1.261400000000000077e+00,8.310600000000000209e-01,1.602300000000000058e+00,-5.007700000000000484e-01,2.881900000000000017e-01,-1.060599999999999987e+00
-6.421799999999999731e-01,-5.070599999999999552e-01,8.310600000000000209e-01,-5.152600000000000513e-01,-5.007700000000000484e-01,1.423399999999999999e+00,-1.060599999999999987e+00,1.151499999999999968e+00
-5.070599999999999552e-01,-6.245699999999999585e-01,-5.152600000000000513e-01,-1.799999999999999933e-01,1.423399999999999999e+00,-3.023600000000000176e-01,1.151499999999999968e+00,-1.326699999999999990e+00
-6.245699999999999585e-01,4.002899999999999792e-01,-1.799999999999999933e-01,-2.286700000000000177e+00,-3.023600000000000176e-01,8.946100000000000163e-01,-1.326699999999999990e+00,6.189400000000000457e-01
4.002899999999999792e-01,-6.395300000000000429e-01,-2.286700000000000177e+00,8.798599999999999755e-01,8.946100000000000163e-01,-1.350500000000000034e+00,6.189400000000000457e-01,-2.358299999999999841e+00
-6.395300000000000429e-01,1.407899999999999929e+00,8.798599999999999755e-01,-1.927000000000000102e-01,-1.350500000000000034e+00,1.286399999999999988e+00,-2.358299999999999841e+00,2.249899999999999789e+00
1.407899999999999929e+00,6.614900000000000224e-01,-1.927000000000000102e-01,1.210900000000000087e+00,1.286399999999999988e+00,3.576900000000000079e-01,2.249899999999999789e+00,-3.784399999999999986e-01
6.614900000000000224e-01,-1.237300000000000066e+00,1.210900000000000087e+00,6.517199999999999660e-01,3.576900000000000079e-01,7.662999999999999812e-01,-3.784399999999999986e-01,1.563299999999999912e+00
-1.237300000000000066e+00,-5.855200000000000404e-01,6.517199999999999660e-01,5.720600000000000129e-01,7.662999999999999812e-01,-9.281199999999999450e-01,1.563299999999999912e+00,-9.741199999999999859e-01
-5.855200000000000404e-01,-9.914899999999999824e-01,5.720600000000000129e-01,-1.837800000000000100e+00,-9.281199999999999450e-01,1.475899999999999990e+00,-9.741199999999999859e-01,5.685499999999999998e-01
-9.914899999999999824e-01,-1.432900000000000063e+00,-1.837800000000000100e+00,-3.636300000000000088e-01,1.475899999999999990e+00,-1.858600000000000030e+00,5.685499999999999998e-01,-2.941500000000000004e+00
-1.432900000000000063e+00,-1.704499999999999904e+00,-3.636300000000000088e-01,-7.663100000000000467e-01,-1.858600000000000030e+00,1.136500000000000066e+00,-2.941500000000000004e+00,-4.297200000000000325e-02
-1.704499999999999904e+00,-8.769799999999999818e-01,-7.663100000000000467e-01,-4.822000000000000175e-01,1.136500000000000066e+00,-1.818500000000000116e-01,-4.297200000000000325e-02,-1.884100000000000108e+00
-8.769799999999999818e-01,8.122499999999999512e-03,-4.822000000000000175e-01,1.676700000000000135e-01,-1.818500000000000116e-01,1.924800000000000066e+00,-1.884100000000000108e+00,3.528200000000000225e-01
8.122499999999999512e-03,-6.728499999999999481e-01,1.676700000000000135e-01,2.140600000000000058e+00,1.924800000000000066e+00,1.747200000000000086e+00,3.528200000000000225e-01,2.105799999999999894e-01
-6.728499999999999481e-01,2.166700000000000070e+00,2.140600000000000058e+00,6.465199999999999836e-01,1.747200000000000086e+00,3.015699999999999825e+00,2.105799999999999894e-01,2.981500000000000039e+00
2.166700000000000070e+00,3.896800000000000264e-01,6.465199999999999836e-01,-8.446299999999999919e-01,3.015699999999999825e+00,2.577300000000000146e+00,2.981500000000000039e+00,1.263800000000000034e+00
3.896800000000000264e-01,8.798300000000000010e-01,-8.446299999999999919e-01,-1.411899999999999933e+00,2.577300000000000146e+00,-1.575800000000000090e+00,1.263800000000000034e+00,-1.019100000000000006e-01
8.798300000000000010e-01,3.292300000000000226e-01,-1.411899999999999933e+00,-1.371100000000000096e-01,-1.575800000000000090e+00,-8.209100000000000286e-01,-1.019100000000000006e-01,-4.484899999999999998e-01
3.292300000000000226e-01,-6.069600000000000550e-01,-1.371100000000000096e-01,-3.122500000000000275e-01,-8.209100000000000286e-01,-1.244699999999999918e+00,-4.484899999999999998e-01,-9.745299999999999796e-02
-6.069600000000000550e-01,5.400199999999999445e-01,-3.122500000000000275e-01,7.923200000000000243e-01,-1.244699999999999918e+00,-1.473700000000000010e+00,-9.745299999999999796e-02,-8.083399999999999475e-01
5.400199999999999445e-01,1.843499999999999917e+00,7.923200000000000243e-01,6.343199999999999950e-01,-1.473700000000000010e+00,1.030799999999999939e+00,-8.083399999999999475e-01,1.689100000000000046e+00
1.843499999999999917e+00,-1.925600000000000089e-01,6.343199999999999950e-01,-3.078699999999999770e-01,1.030799999999999939e+00,1.660600000000000132e-01,1.689100000000000046e+00,4.730800000000000005e-01
-1.925600000000000089e-01,-1.096600000000000019e+00,-3.078699999999999770e-01,8.923499999999999766e-01,1.660600000000000132e-01,-2.165399999999999991e+00,4.730800000000000005e-01,-1.102899999999999991e+00
-1.096600000000000019e+00,1.199200000000000044e+00,8.923499999999999766e-01,1.063299999999999912e+00,-2.165399999999999991e+00,2.248300000000000021e-01,-1.102899999999999991e+00,8.998599999999999932e-01
1.199200000000000044e+00,4.322599999999999776e-01,1.063299999999999912e+00,3.294400000000000106e-01,2.248300000000000021e-01,1.552599999999999980e+00,8.998599999999999932e-01,1.131199999999999983e+00
4.322599999999999776e-01,5.718699999999999894e-01,3.294400000000000106e-01,8.280100000000000238e-01,1.552599999999999980e+00,-6.739000000000000545e-01,1.131199999999999983e+00,2.318900000000000128e-01
5.718699999999999894e-01,8.597000000000000197e-01,8.280100000000000238e-01,-8.490199999999999969e-01,-6.739000000000000545e-01,7.846199999999999841e-01,2.318900000000000128e-01,1.323299999999999921e+00
8.597000000000000197e-01,2.059400000000000119e+00,-8.490199999999999969e-01,-2.654699999999999838e-01,7.846199999999999841e-01,-1.640800000000000036e+00,1.323299999999999921e+00,-4.270999999999999797e-01
2.059400000000000119e+00,-3.386399999999999966e-01,-2.654699999999999838e-01,5.483200000000000296e-01,-1.640800000000000036e+00,-1.449799999999999978e-01,-4.270999999999999797e-01,7.893000000000000016e-01
-3.386399999999999966e-01,-3.059600000000000167e-02,5.483200000000000296e-01,1.151299999999999990e+00,-1.449799999999999978e-01,-2.436399999999999899e+00,7.893000000000000016e-01,-5.302499999999999991e-01
-3.059600000000000167e-02,6.950399999999999912e-01,1.151299999999999990e+00,1.750800000000000134e-01,-2.436399999999999899e+00,6.066200000000000481e-01,-5.302499999999999991e-01,1.096700000000000008e+00
6.950399999999999912e-01,1.471899999999999986e+00,1.750800000000000134e-01,-2.483799999999999897e-01,6.066200000000000481e-01,-7.638599999999999834e-01,1.096700000000000008e+00,7.469599999999999851e-02
1.471899999999999986e+00,-6.147000000000000242e-01,-2.483799999999999897e-01,-2.133900000000000130e+00,-7.638599999999999834e-01,-3.853500000000000258e-01,7.469599999999999851e-02,9.633799999999999308e-02
-6.147000000000000242e-01,-1.769300000000000095e+00,-2.133900000000000130e+00,-9.587400000000000366e-01,-3.853500000000000258e-01,-4.290300000000000225e+00,9.633799999999999308e-02,-3.449100000000000055e+00
-1.769300000000000095e+00,8.813100000000000100e-02,-9.587400000000000366e-01,9.742300000000000404e-01,-4.290300000000000225e+00,-1.251400000000000068e+00,-3.449100000000000055e+00,-8.263200000000000545e-01
8.813100000000000100e-02,-5.999999999999999778e-01,9.742300000000000404e-01,4.616899999999999893e-01,-1.251400000000000068e+00,1.455899999999999972e+00,-8.263200000000000545e-01,4.699900000000000189e-01
-5.999999999999999778e-01,1.116700000000000026e+00,4.616899999999999893e-01,5.726499999999999924e-01,1.455899999999999972e+00,-1.323699999999999877e-01,4.699900000000000189e-01,2.147100000000000050e-02
1.116700000000000026e+00,-1.102300000000000058e+00,5.726499999999999924e-01,1.426199999999999912e+00,-1.323699999999999877e-01,2.038600000000000190e+00,2.147100000000000050e-02,9.087199999999999722e-01
-1.102300000000000058e+00,-1.237300000000000066e+00,1.426199999999999912e+00,-2.362900000000000000e-01,2.038600000000000190e+00,-2.807099999999999873e-02,9.087199999999999722e-01,1.597200000000000009e-01
-1.237300000000000066e+00,3.896499999999999964e-01,-2.362900000000000000e-01,-9.102299999999999836e-01,-2.807099999999999873e-02,5.486100000000000421e-01,1.597200000000000009e-01,-5.438800000000000301e-01
3.896499999999999964e-01,-1.270000000000000018e+00,-9.102299999999999836e-01,2.431099999999999817e+00,5.486100000000000421e-01,7.947300000000000475e-01,-5.438800000000000301e-01,-4.569300000000000028e-01
-1.270000000000000018e+00,2.358200000000000018e-01,2.431099999999999817e+00,8.165999999999999925e-01,7.947300000000000475e-01,2.315700000000000092e+00,-4.569300000000000028e-01,2.326999999999999957e+00
2.358200000000000018e-01,2.281700000000000117e-01,8.165999999999999925e-01,7.056000000000000050e-01,2.315700000000000092e+00,2.032200000000000006e+00,2.326999999999999957e+00,3.588500000000000023e-01
2.281700000000000117e-01,3.673799999999999955e+00,7.056000000000000050e-01,1.346100000000000074e-01,2.032200000000000006e+00,1.620200000000000085e+00,3.588500000000000023e-01,2.621999999999999886e+00
3.673799999999999955e+00,1.320999999999999952e+00,1.346100000000000074e-01,1.272099999999999898e-01,1.620200000000000085e+00,1.963799999999999990e+00,2.621999999999999886e+00,1.881099999999999994e+00
1.320999999999999952e+00,9.132500000000000062e-01,1.272099999999999898e-01,1.569600000000000106e+00,1.963799999999999990e+00,-2.377899999999999903e+00,1.881099999999999994e+00,6.274300000000000432e-01
9.132500000000000062e-01,-1.026000000000000023e+00,1.569600000000000106e+00,7.452299999999999480e-01,-2.377899999999999903e+00,3.146599999999999953e-01,6.274300000000000432e-01,1.292699999999999960e+00
-1.026000000000000023e+00,-2.016700000000000159e+00,7.452299999999999480e-01,-7.125000000000000222e-01,3.146599999999999953e-01,-2.255900000000000016e+00,1.292699999999999960e+00,-1.454299999999999926e+00
-2.016700000000000159e+00,9.234499999999999931e-01,-7.125000000000000222e-01,1.075800000000000090e+00,-2.255900000000000016e+00,-1.117799999999999905e+00,-1.454299999999999926e+00,-1.081599999999999895e+00
9.234499999999999931e-01,2.705200000000000049e+00,1.075800000000000090e+00,-4.125899999999999707e-02,-1.117799999999999905e+00,2.829299999999999926e+00,-1.081599999999999895e+00,2.675399999999999778e+00
2.705200000000000049e+00,-1.645000000000000018e+00,-4.125899999999999707e-02,1.147999999999999909e+00,2.829299999999999926e+00,-6.169999999999999790e-02,2.675399999999999778e+00,-4.033999999999999808e-01
-1.645000000000000018e+00,-2.170900000000000052e-01,1.147999999999999909e+00,-2.240200000000000191e+00,-6.169999999999999790e-02,-1.298699999999999966e+00,-4.033999999999999808e-01,5.040999999999999925e-01
-2.170900000000000052e-01,-4.602600000000000025e-01,-2.240200000000000191e+00,4.675500000000000211e-01,-1.298699999999999966e+00,-1.637000000000000011e+00,5.040999999999999925e-01,-2.884900000000000020e+00
-4.602600000000000025e-01,8.728299999999999947e-01,4.675500000000000211e-01,4.461200000000000165e-01,-1.637000000000000011e+00,7.395899999999999697e-01,-2.884900000000000020e+00,1.741000000000000103e+00
8.728299999999999947e-01,1.097199999999999953e+00,4.461200000000000165e-01,-6.072999999999999510e-01,7.395899999999999697e-01,5.889100000000000446e-01,1.741000000000000103e+00,1.169800000000000006e-01
1.097199999999999953e+00,6.999900000000000011e-01,-6.072999999999999510e-01,-8.444300000000000139e-01,5.889100000000000446e-01,-7.097299999999999720e-01,1.169800000000000006e-01,2.366300000000000070e-01
6.999900000000000011e-01,4.809800000000000186e-01,-8.444300000000000139e-01,9.291599999999999859e-01,-7.097299999999999720e-01,-1.555099999999999927e+00,2.366300000000000070e-01,-5.749900000000000011e-01
4.809800000000000186e-01,-3.042000000000000259e-01,9.291599999999999859e-01,-1.902400000000000091e+00,-1.555099999999999927e+00,3.449499999999999789e-02,-5.749900000000000011e-01,9.976800000000000113e-01
-3.042000000000000259e-01,5.682800000000000074e-01,-1.902400000000000091e+00,7.649099999999999788e-01,3.449499999999999789e-02,-3.543699999999999850e+00,9.976800000000000113e-01,-2.805499999999999883e+00
5.682800000000000074e-01,-5.243400000000000283e-01,7.649099999999999788e-01,1.307399999999999896e+00,-3.543699999999999850e+00,1.380400000000000071e+00,-2.805499999999999883e+00,1.822699999999999987e+00
-5.243400000000000283e-01,5.117800000000000127e-01,1.307399999999999896e+00,1.348200000000000065e+00,1.380400000000000071e+00,-8.795100000000000140e-01,1.822699999999999987e+00,-2.981400000000000161e-01
5.117800000000000127e-01,-1.312999999999999945e+00,1.348200000000000065e+00,1.226599999999999913e+00,-8.795100000000000140e-01,2.019600000000000062e+00,-2.981400000000000161e-01,1.263099999999999890e+00
-1.312999999999999945e+00,-2.019100000000000061e-01,1.226599999999999913e+00,8.482300000000000395e-01,2.019600000000000062e+00,-3.018399999999999972e-01,1.263099999999999890e+00,-1.417299999999999949e-01
-2.019100000000000061e-01,-1.306799999999999976e-02,8.482300000000000395e-01,1.318999999999999950e+00,-3.018399999999999972e-01,2.336599999999999788e+00,-1.417299999999999949e-01,1.100899999999999990e+00
-1.306799999999999976e-02,1.016600000000000004e-01,1.318999999999999950e+00,-3.157699999999999951e-01,2.336599999999999788e+00,1.586799999999999988e+00,1.100899999999999990e+00,1.208199999999999941e+00
1.016600000000000004e-01,3.726300000000000168e-01,-3.157699999999999951e-01,-8.619299999999999740e-01,1.586799999999999988e+00,4.017299999999999760e-01,1.208199999999999941e+00,-1.501599999999999879e-01
3.726300000000000168e-01,2.246599999999999986e-01,-8.619299999999999740e-01,1.692500000000000115e-01,4.017299999999999760e-01,-7.441899999999999904e-02,-1.501599999999999879e-01,-1.854400000000000145e-02
2.246599999999999986e-01,-2.189899999999999902e-01,1.692500000000000115e-01,4.268500000000000072e-01,-7.441899999999999904e-02,2.513500000000000179e-01,-1.854400000000000145e-02,4.164300000000000224e-01
-2.189899999999999902e-01,1.193799999999999972e+00,4.268500000000000072e-01,5.087500000000000355e-01,2.513500000000000179e-01,2.366800000000000154e-02,4.164300000000000224e-01,5.439399999999999791e-01
1.193799999999999972e+00,-4.280999999999999805e-01,5.087500000000000355e-01,-3.514400000000000163e-02,2.366800000000000154e-02,1.118100000000000094e+00,5.439399999999999791e-01,8.320800000000000418e-01
-4.280999999999999805e-01,3.009999999999999898e-01,-3.514400000000000163e-02,3.901499999999999968e-01,1.118100000000000094e+00,-1.436800000000000077e+00,8.320800000000000418e-01,-5.044499999999999540e-01
3.009999999999999898e-01,-2.111400000000000166e+00,3.901499999999999968e-01,1.707899999999999974e+00,-1.436800000000000077e+00,9.926800000000000068e-01,-5.044499999999999540e-01,1.292899999999999883e-01
-2.111400000000000166e+00,1.887199999999999989e+00,1.707899999999999974e+00,-4.789399999999999769e-01,9.926800000000000068e-01,7.710899999999999699e-02,1.292899999999999883e-01,1.037500000000000089e+00
1.887199999999999989e+00,2.099300000000000055e-01,-4.789399999999999769e-01,-7.799000000000000377e-01,7.710899999999999699e-02,2.190199999999999925e+00,1.037500000000000089e+00,3.200899999999999856e-01
2.099300000000000055e-01,4.139399999999999746e-01,-7.799000000000000377e-01,3.380000000000000226e-01,2.190199999999999925e+00,-1.878200000000000092e+00,3.200899999999999856e-01,-3.527000000000000135e-01
4.139399999999999746e-01,9.775700000000000500e-01,3.380000000000000226e-01,2.176800000000000124e-01,-1.878200000000000092e+00,8.172800000000000065e-01,-3.527000000000000135e-01,1.064300000000000024e+00
9.775700000000000500e-01,-1.822499999999999953e-01,2.176800000000000124e-01,-6.349200000000000399e-01,8.172800000000000065e-01,-5.519899999999999807e-01,1.064300000000000024e+00,4.559799999999999964e-02
-1.822499999999999953e-01,-4.042200000000000237e-01,-6.349200000000000399e-01,-1.007400000000000073e+00,-5.519899999999999807e-01,-1.657200000000000006e+00,4.559799999999999964e-02,-9.902499999999999636e-01
-4.042200000000000237e-01,6.460599999999999676e-01,-1.007400000000000073e+00,-6.544299999999999562e-01,-1.657200000000000006e+00,-1.358899999999999997e+00,-9.902499999999999636e-01,-8.274200000000000443e-01
6.460599999999999676e-01,5.657400000000000206e-01,-6.544299999999999562e-01,-6.704599999999999449e-01,-1.358899999999999997e+00,-4.594500000000000250e-01,-8.274200000000000443e-01,-1.353499999999999981e-01
