# r1_0,r1_1,r1_2,r2_0,r2_1,r2_2,y1_0,y1_1,y1_2,y2_0,y2_1,y2_2
5.562700000000000422e-01,-5.228399999999999714e-01,-6.176000000000000378e-01,5.562700000000000422e-01,-5.228399999999999714e-01,-6.176000000000000378e-01,7.076699999999999657e-02,4.191799999999999971e-01,-1.002499999999999947e+00,4.620600000000000263e-01,2.729099999999999859e-01,-1.195999999999999952e+00
-5.228399999999999714e-01,-6.176000000000000378e-01,1.124500000000000055e+00,-5.228399999999999714e-01,-6.176000000000000378e-01,1.124500000000000055e+00,4.191799999999999971e-01,-1.002499999999999947e+00,-6.340999999999999970e-01,2.729099999999999859e-01,-1.195999999999999952e+00,-1.091700000000000031e-01
-6.176000000000000378e-01,1.124500000000000055e+00,-1.026000000000000023e+00,-6.176000000000000378e-01,1.124500000000000055e+00,-1.026000000000000023e+00,-1.002499999999999947e+00,-6.340999999999999970e-01,1.569499999999999895e+00,-1.195999999999999952e+00,-1.091700000000000031e-01,1.286699999999999955e+00
1.124500000000000055e+00,-1.026000000000000023e+00,-9.757900000000000462e-01,1.124500000000000055e+00,-1.026000000000000023e+00,-9.757900000000000462e-01,-6.340999999999999970e-01,1.569499999999999895e+00,-1.995800000000000018e+00,-1.091700000000000031e-01,1.286699999999999955e+00,-2.507699999999999818e+00
-1.026000000000000023e+00,-9.757900000000000462e-01,-2.821799999999999864e-01,-1.026000000000000023e+00,-9.757900000000000462e-01,-2.821799999999999864e-01,1.569499999999999895e+00,-1.995800000000000018e+00,-5.387399999999999967e-01,1.286699999999999955e+00,-2.507699999999999818e+00,-3.396199999999999775e-01
-9.757900000000000462e-01,-2.821799999999999864e-01,1.288900000000000046e-01,-9.757900000000000462e-01,-2.821799999999999864e-01,1.288900000000000046e-01,-1.995800000000000018e+00,-5.387399999999999967e-01,-4.160099999999999909e-01,-2.507699999999999818e+00,-3.396199999999999775e-01,-4.205099999999999949e-01
-2.821799999999999864e-01,1.288900000000000046e-01,1.269400000000000084e+00,-2.821799999999999864e-01,1.288900000000000046e-01,1.269400000000000084e+00,-5.387399999999999967e-01,-4.160099999999999909e-01,4.806500000000000217e-01,-3.396199999999999775e-01,-4.205099999999999949e-01,8.303199999999999470e-01
1.288900000000000046e-01,1.269400000000000084e+00,1.891299999999999981e+00,1.288900000000000046e-01,1.269400000000000084e+00,1.891299999999999981e+00,-4.160099999999999909e-01,4.806500000000000217e-01,1.795600000000000085e+00,-4.205099999999999949e-01,8.303199999999999470e-01,2.245299999999999851e+00
1.269400000000000084e+00,1.891299999999999981e+00,1.240499999999999936e-01,1.269400000000000084e+00,1.891299999999999981e+00,1.240499999999999936e-01,4.806500000000000217e-01,1.795600000000000085e+00,2.253400000000000070e+00,8.303199999999999470e-01,2.245299999999999851e+00,2.072700000000000209e+00
1.891299999999999981e+00,1.240499999999999936e-01,-3.968599999999999905e-01,1.891299999999999981e+00,1.240499999999999936e-01,-3.968599999999999905e-01,1.795600000000000085e+00,2.253400000000000070e+00,-4.304600000000000093e-01,2.245299999999999851e+00,2.072700000000000209e+00,-6.867600000000000371e-01
1.240499999999999936e-01,-3.968599999999999905e-01,-2.920499999999999763e-01,1.240499999999999936e-01,-3.968599999999999905e-01,-2.920499999999999763e-01,2.253400000000000070e+00,-4.304600000000000093e-01,-4.895599999999999952e-01,2.072700000000000209e+00,-6.867600000000000371e-01,-3.206100000000000061e-01
-3.968599999999999905e-01,-2.920499999999999763e-01,-2.494199999999999889e-02,-3.968599999999999905e-01,-2.920499999999999763e-01,-2.494199999999999889e-02,-4.304600000000000093e-01,-4.895599999999999952e-01,-7.000199999999999756e-01,-6.867600000000000371e-01,-3.206100000000000061e-01,-5.452799999999999869e-01
-2.920499999999999763e-01,-2.494199999999999889e-02,-2.929699999999999971e+00,-2.920499999999999763e-01,-2.494199999999999889e-02,-2.929699999999999971e+00,-4.895599999999999952e-01,-7.000199999999999756e-01,-1.302999999999999992e-01,-3.206100000000000061e-01,-5.452799999999999869e-01,-9.220899999999999652e-01
-2.494199999999999889e-02,-2.929699999999999971e+00,1.066999999999999948e+00,-2.494199999999999889e-02,-2.929699999999999971e+00,1.066999999999999948e+00,-7.000199999999999756e-01,-1.302999999999999992e-01,-4.253199999999999648e+00,-5.452799999999999869e-01,-9.220899999999999652e-01,-3.890600000000000058e+00
-2.929699999999999971e+00,1.066999999999999948e+00,-1.475999999999999979e+00,-2.929699999999999971e+00,1.066999999999999948e+00,-1.475999999999999979e+00,-1.302999999999999992e-01,-4.253199999999999648e+00,2.866000000000000103e+00,-9.220899999999999652e-01,-3.890600000000000058e+00,2.835100000000000176e+00
1.066999999999999948e+00,-1.475999999999999979e+00,-3.633500000000000063e-01,1.066999999999999948e+00,-1.475999999999999979e+00,-3.633500000000000063e-01,-4.253199999999999648e+00,2.866000000000000103e+00,-3.210199999999999942e+00,-3.890600000000000058e+00,2.835100000000000176e+00,-3.914000000000000146e+00
-1.475999999999999979e+00,-3.633500000000000063e-01,-4.407599999999999851e-01,-1.475999999999999979e+00,-3.633500000000000063e-01,-4.407599999999999851e-01,2.866000000000000103e+00,-3.210199999999999942e+00,1.274999999999999911e+00,2.835100000000000176e+00,-3.914000000000000146e+00,1.482499999999999929e+00
-3.633500000000000063e-01,-4.407599999999999851e-01,6.901000000000000190e-02,-3.633500000000000063e-01,-4.407599999999999851e-01,6.901000000000000190e-02,-3.210199999999999942e+00,1.274999999999999911e+00,-1.064899999999999958e+00,-3.914000000000000146e+00,1.482499999999999929e+00,-1.432399999999999896e+00
-4.407599999999999851e-01,6.901000000000000190e-02,3.467399999999999927e-01,-4.407599999999999851e-01,6.901000000000000190e-02,3.467399999999999927e-01,1.274999999999999911e+00,-1.064899999999999958e+00,1.075800000000000090e+00,1.482499999999999929e+00,-1.432399999999999896e+00,1.213300000000000045e+00
6.901000000000000190e-02,3.467399999999999927e-01,5.100700000000000234e-01,6.901000000000000190e-02,3.467399999999999927e-01,5.100700000000000234e-01,-1.064899999999999958e+00,1.075800000000000090e+00,3.779199999999999782e-01,-1.432399999999999896e+00,1.213300000000000045e+00,2.634000000000000230e-01
3.467399999999999927e-01,5.100700000000000234e-01,-1.524599999999999955e+00,3.467399999999999927e-01,5.100700000000000234e-01,-1.524599999999999955e+00,1.075800000000000090e+00,3.779199999999999782e-01,1.043099999999999916e+00,1.213300000000000045e+00,2.634000000000000230e-01,4.746099999999999763e-01
5.100700000000000234e-01,-1.524599999999999955e+00,-1.203500000000000014e+00,5.100700000000000234e-01,-1.524599999999999955e+00,-1.203500000000000014e+00,3.779199999999999782e-01,1.043099999999999916e+00,-2.241299999999999848e+00,2.634000000000000230e-01,4.746099999999999763e-01,-2.759300000000000086e+00
-1.524599999999999955e+00,-1.203500000000000014e+00,-1.654400000000000093e+00,-1.524599999999999955e+00,-1.203500000000000014e+00,-1.654400000000000093e+00,1.043099999999999916e+00,-2.241299999999999848e+00,-6.996499999999999941e-01,4.746099999999999763e-01,-2.759300000000000086e+00,-9.618600000000000483e-01
-1.203500000000000014e+00,-1.654400000000000093e+00,-1.856299999999999895e-01,-1.203500000000000014e+00,-1.654400000000000093e+00,-1.856299999999999895e-01,-2.241299999999999848e+00,-6.996499999999999941e-01,-2.104999999999999982e+00,-2.759300000000000086e+00,-9.618600000000000483e-01,-2.253000000000000114e+00
-1.654400000000000093e+00,-1.856299999999999895e-01,-9.736500000000000155e-01,-1.654400000000000093e+00,-1.856299999999999895e-01,-9.736500000000000155e-01,-6.996499999999999941e-01,-2.104999999999999982e+00,8.111300000000000177e-01,-9.618600000000000483e-01,-2.253000000000000114e+00,5.560699999999999532e-01
-1.856299999999999895e-01,-9.736500000000000155e-01,5.453999999999999959e-01,-1.856299999999999895e-01,-9.736500000000000155e-01,5.453999999999999959e-01,-2.104999999999999982e+00,8.111300000000000177e-01,-1.275400000000000089e+00,-2.253000000000000114e+00,5.560699999999999532e-01,-1.465500000000000025e+00
-9.736500000000000155e-01,5.453999999999999959e-01,-1.310300000000000020e+00,-9.736500000000000155e-01,5.453999999999999959e-01,-1.310300000000000020e+00,8.111300000000000177e-01,-1.275400000000000089e+00,1.904199999999999893e+00,5.560699999999999532e-01,-1.465500000000000025e+00,1.469600000000000017e+00
5.453999999999999959e-01,-1.310300000000000020e+00,-1.801299999999999901e+00,5.453999999999999959e-01,-1.310300000000000020e+00,-1.801299999999999901e+00,-1.275400000000000089e+00,1.904199999999999893e+00,-2.030299999999999994e+00,-1.465500000000000025e+00,1.469600000000000017e+00,-3.025999999999999801e+00
-1.310300000000000020e+00,-1.801299999999999901e+00,1.216399999999999926e+00,-1.310300000000000020e+00,-1.801299999999999901e+00,1.216399999999999926e+00,1.904199999999999893e+00,-2.030299999999999994e+00,-1.101499999999999924e+00,1.469600000000000017e+00,-3.025999999999999801e+00,-5.584099999999999620e-01
-1.801299999999999901e+00,1.216399999999999926e+00,-5.475499999999999812e-01,-1.801299999999999901e+00,1.216399999999999926e+00,-5.475499999999999812e-01,-2.030299999999999994e+00,-1.101499999999999924e+00,2.302299999999999791e+00,-3.025999999999999801e+00,-5.584099999999999620e-01,2.010600000000000165e+00
1.216399999999999926e+00,-5.475499999999999812e-01,1.450700000000000045e-01,1.216399999999999926e+00,-5.475499999999999812e-01,1.450700000000000045e-01,-1.101499999999999924e+00,2.302299999999999791e+00,-1.009200000000000097e+00,-5.584099999999999620e-01,2.010600000000000165e+00,-1.442700000000000093e+00
-5.475499999999999812e-01,1.450700000000000045e-01,1.199099999999999992e-02,-5.475499999999999812e-01,1.450700000000000045e-01,1.199099999999999992e-02,2.302299999999999791e+00,-1.009200000000000097e+00,1.275900000000000034e+00,2.010600000000000165e+00,-1.442700000000000093e+00,1.353399999999999936e+00
1.450700000000000045e-01,1.199099999999999992e-02,2.256200000000000205e+00,1.450700000000000045e-01,1.199099999999999992e-02,2.256200000000000205e+00,-1.009200000000000097e+00,1.275900000000000034e+00,-2.066399999999999904e-01,-1.442700000000000093e+00,1.353399999999999936e+00,2.392499999999999905e-01
1.199099999999999992e-02,2.256200000000000205e+00,-1.637100000000000000e+00,1.199099999999999992e-02,2.256200000000000205e+00,-1.637100000000000000e+00,1.275900000000000034e+00,-2.066399999999999904e-01,3.618799999999999795e+00,1.353399999999999936e+00,2.392499999999999905e-01,3.107499999999999929e+00
2.256200000000000205e+00,-1.637100000000000000e+00,-5.001900000000000235e-01,2.256200000000000205e+00,-1.637100000000000000e+00,-5.001900000000000235e-01,-2.066399999999999904e-01,3.618799999999999795e+00,-3.391900000000000137e+00,2.392499999999999905e-01,3.107499999999999929e+00,-3.961399999999999810e+00
-1.637100000000000000e+00,-5.001900000000000235e-01,1.164400000000000102e+00,-1.637100000000000000e+00,-5.001900000000000235e-01,1.164400000000000102e+00,3.618799999999999795e+00,-3.391900000000000137e+00,7.491400000000000281e-01,3.107499999999999929e+00,-3.961399999999999810e+00,1.681300000000000017e+00
-5.001900000000000235e-01,1.164400000000000102e+00,3.693400000000000016e-01,-5.001900000000000235e-01,1.164400000000000102e+00,3.693400000000000016e-01,-3.391900000000000137e+00,7.491400000000000281e-01,8.757899999999999574e-01,-3.961399999999999810e+00,1.681300000000000017e+00,7.924700000000000077e-01
1.164400000000000102e+00,3.693400000000000016e-01,-7.812700000000000200e-01,1.164400000000000102e+00,3.693400000000000016e-01,-7.812700000000000200e-01,7.491400000000000281e-01,8.757899999999999574e-01,4.088999999999999857e-01,1.681300000000000017e+00,7.924700000000000077e-01,7.634799999999999920e-02
3.693400000000000016e-01,-7.812700000000000200e-01,-1.466800000000000104e+00,3.693400000000000016e-01,-7.812700000000000200e-01,-1.466800000000000104e+00,8.757899999999999574e-01,4.088999999999999857e-01,-1.185799999999999965e+00,7.924700000000000077e-01,7.634799999999999920e-02,-1.633399999999999963e+00
-7.812700000000000200e-01,-1.466800000000000104e+00,-1.805800000000000072e+00,-7.812700000000000200e-01,-1.466800000000000104e+00,-1.805800000000000072e+00,4.088999999999999857e-01,-1.185799999999999965e+00,-1.711300000000000043e+00,7.634799999999999920e-02,-1.633399999999999963e+00,-2.099699999999999900e+00
-1.466800000000000104e+00,-1.805800000000000072e+00,7.331100000000000394e-01,-1.466800000000000104e+00,-1.805800000000000072e+00,7.331100000000000394e-01,-1.185799999999999965e+00,-1.711300000000000043e+00,-2.072999999999999954e+00,-1.633399999999999963e+00,-2.099699999999999900e+00,-1.713999999999999968e+00
-1.805800000000000072e+00,7.331100000000000394e-01,9.774500000000000410e-01,-1.805800000000000072e+00,7.331100000000000394e-01,9.774500000000000410e-01,-1.711300000000000043e+00,-2.072999999999999954e+00,1.759900000000000020e+00,-2.099699999999999900e+00,-1.713999999999999968e+00,2.126700000000000035e+00
7.331100000000000394e-01,9.774500000000000410e-01,1.070500000000000007e+00,7.331100000000000394e-01,9.774500000000000410e-01,1.070500000000000007e+00,-2.072999999999999954e+00,1.759900000000000020e+00,9.952600000000000335e-01,-1.713999999999999968e+00,2.126700000000000035e+00,9.054799999999999516e-01
9.774500000000000410e-01,1.070500000000000007e+00,-9.808100000000000152e-02,9.774500000000000410e-01,1.070500000000000007e+00,-9.808100000000000152e-02,1.759900000000000020e+00,9.952600000000000335e-01,1.748599999999999932e+00,2.126700000000000035e+00,9.054799999999999516e-01,1.571499999999999897e+00
1.070500000000000007e+00,-9.808100000000000152e-02,-3.100399999999999823e-01,1.070500000000000007e+00,-9.808100000000000152e-02,-3.100399999999999823e-01,9.952600000000000335e-01,1.748599999999999932e+00,-4.935200000000000142e-01,9.054799999999999516e-01,1.571499999999999897e+00,-7.581400000000000361e-01
-9.808100000000000152e-02,-3.100399999999999823e-01,1.052599999999999980e+00,-9.808100000000000152e-02,-3.100399999999999823e-01,1.052599999999999980e+00,1.748599999999999932e+00,-4.935200000000000142e-01,-1.442499999999999893e-01,1.571499999999999897e+00,-7.581400000000000361e-01,3.558100000000000152e-01
-3.100399999999999823e-01,1.052599999999999980e+00,-1.410900000000000043e+00,-3.100399999999999823e-01,1.052599999999999980e+00,-1.410900000000000043e+00,-4.935200000000000142e-01,-1.442499999999999893e-01,1.301199999999999912e+00,-7.581400000000000361e-01,3.558100000000000152e-01,8.997199999999999642e-01
1.052599999999999980e+00,-1.410900000000000043e+00,-9.103299999999999725e-01,1.052599999999999980e+00,-1.410900000000000043e+00,-9.103299999999999725e-01,-1.442499999999999893e-01,1.301199999999999912e+00,-2.500999999999999890e+00,3.558100000000000152e-01,8.997199999999999642e-01,-2.897699999999999942e+00
-1.410900000000000043e+00,-9.103299999999999725e-01,1.758299999999999974e+00,-1.410900000000000043e+00,-9.103299999999999725e-01,1.758299999999999974e+00,1.301199999999999912e+00,-2.500999999999999890e+00,-4.195499999999999785e-01,8.997199999999999642e-01,-2.897699999999999942e+00,5.017399999999999638e-01
-9.103299999999999725e-01,1.758299999999999974e+00,5.635400000000000409e-01,-9.103299999999999725e-01,1.758299999999999974e+00,5.635400000000000409e-01,-2.500999999999999890e+00,-4.195499999999999785e-01,2.270399999999999974e+00,-2.897699999999999942e+00,5.017399999999999638e-01,2.379599999999999937e+00
1.758299999999999974e+00,5.635400000000000409e-01,4.045900000000000052e-01,1.758299999999999974e+00,5.635400000000000409e-01,4.045900000000000052e-01,-4.195499999999999785e-01,2.270399999999999974e+00,1.376499999999999946e-01,5.017399999999999638e-01,2.379599999999999937e+00,-4.397199999999999720e-02
5.635400000000000409e-01,4.045900000000000052e-01,1.396500000000000075e+00,5.635400000000000409e-01,4.045900000000000052e-01,1.396500000000000075e+00,2.270399999999999974e+00,1.376499999999999946e-01,7.463100000000000289e-01,2.379599999999999937e+00,-4.397199999999999720e-02,1.284100000000000019e+00
4.045900000000000052e-01,1.396500000000000075e+00,-1.250900000000000067e-01,4.045900000000000052e-01,1.396500000000000075e+00,-1.250900000000000067e-01,1.376499999999999946e-01,7.463100000000000289e-01,1.490799999999999903e+00,-4.397199999999999720e-02,1.284100000000000019e+00,1.445500000000000007e+00
1.396500000000000075e+00,-1.250900000000000067e-01,1.840700000000000003e+00,1.396500000000000075e+00,-1.250900000000000067e-01,1.840700000000000003e+00,7.463100000000000289e-01,1.490799999999999903e+00,-8.493100000000000094e-01,1.284100000000000019e+00,1.445500000000000007e+00,-3.034800000000000275e-01
-1.250900000000000067e-01,1.840700000000000003e+00,1.297899999999999887e-01,-1.250900000000000067e-01,1.840700000000000003e+00,1.297899999999999887e-01,1.490799999999999903e+00,-8.493100000000000094e-01,2.605399999999999938e+00,1.445500000000000007e+00,-3.034800000000000275e-01,2.926499999999999879e+00
1.840700000000000003e+00,1.297899999999999887e-01,9.651699999999999724e-01,1.840700000000000003e+00,1.297899999999999887e-01,9.651699999999999724e-01,-8.493100000000000094e-01,2.605399999999999938e+00,-1.223700000000000010e+00,-3.034800000000000275e-01,2.926499999999999879e+00,-1.096999999999999975e+00
1.297899999999999887e-01,9.651699999999999724e-01,2.834499999999999797e-01,1.297899999999999887e-01,9.651699999999999724e-01,2.834499999999999797e-01,2.605399999999999938e+00,-1.223700000000000010e+00,1.533700000000000063e+00,2.926499999999999879e+00,-1.096999999999999975e+00,2.025700000000000056e+00
9.651699999999999724e-01,2.834499999999999797e-01,2.195699999999999985e+00,9.651699999999999724e-01,2.834499999999999797e-01,2.195699999999999985e+00,-1.223700000000000010e+00,1.533700000000000063e+00,-8.421899999999999942e-01,-1.096999999999999975e+00,2.025700000000000056e+00,-1.915100000000000136e-01
2.834499999999999797e-01,2.195699999999999985e+00,-3.497100000000000208e-01,2.834499999999999797e-01,2.195699999999999985e+00,-3.497100000000000208e-01,1.533700000000000063e+00,-8.421899999999999942e-01,2.970200000000000173e+00,2.025700000000000056e+00,-1.915100000000000136e-01,3.174799999999999844e+00
2.195699999999999985e+00,-3.497100000000000208e-01,-1.160700000000000065e+00,2.195699999999999985e+00,-3.497100000000000208e-01,-1.160700000000000065e+00,-8.421899999999999942e-01,2.970200000000000173e+00,-2.154100000000000126e+00,-1.915100000000000136e-01,3.174799999999999844e+00,-2.700800000000000090e+00
-3.497100000000000208e-01,-1.160700000000000065e+00,-1.443699999999999983e+00,-3.497100000000000208e-01,-1.160700000000000065e+00,-1.443699999999999983e+00,2.970200000000000173e+00,-2.154100000000000126e+00,-1.197300000000000031e+00,3.174799999999999844e+00,-2.700800000000000090e+00,-1.098400000000000043e+00
-1.160700000000000065e+00,-1.443699999999999983e+00,1.082400000000000029e-01,-1.160700000000000065e+00,-1.443699999999999983e+00,1.082400000000000029e-01,-2.154100000000000126e+00,-1.197300000000000031e+00,-2.457300000000000040e+00,-2.700800000000000090e+00,-1.098400000000000043e+00,-2.219300000000000050e+00
-1.443699999999999983e+00,1.082400000000000029e-01,4.635199999999999876e-01,-1.443699999999999983e+00,1.082400000000000029e-01,4.635199999999999876e-01,-1.197300000000000031e+00,-2.457300000000000040e+00,5.947000000000000064e-01,-1.098400000000000043e+00,-2.219300000000000050e+00,1.005400000000000071e+00
1.082400000000000029e-01,4.635199999999999876e-01,-2.080599999999999949e-01,1.082400000000000029e-01,4.635199999999999876e-01,-2.080599999999999949e-01,-2.457300000000000040e+00,5.947000000000000064e-01,1.923799999999999955e-01,-2.219300000000000050e+00,1.005400000000000071e+00,-7.465700000000000114e-02
4.635199999999999876e-01,-2.080599999999999949e-01,9.119899999999999674e-01,4.635199999999999876e-01,-2.080599999999999949e-01,9.119899999999999674e-01,5.947000000000000064e-01,1.923799999999999955e-01,-1.416499999999999981e-01,1.005400000000000071e+00,-7.465700000000000114e-02,9.868499999999999495e-02
-2.080599999999999949e-01,9.119899999999999674e-01,-4.664699999999999958e-01,-2.080599999999999949e-01,9.119899999999999674e-01,-4.664699999999999958e-01,1.923799999999999955e-01,-1.416499999999999981e-01,1.387799999999999923e+00,-7.465700000000000114e-02,9.868499999999999495e-02,1.239900000000000002e+00
9.119899999999999674e-01,-4.664699999999999958e-01,-9.451800000000000201e-01,9.119899999999999674e-01,-4.664699999999999958e-01,-9.451800000000000201e-01,-1.416499999999999981e-01,1.387799999999999923e+00,-1.091800000000000104e+00,9.868499999999999495e-02,1.239900000000000002e+00,-1.552499999999999991e+00
-4.664699999999999958e-01,-9.451800000000000201e-01,1.147299999999999986e-01,-4.664699999999999958e-01,-9.451800000000000201e-01,1.147299999999999986e-01,1.387799999999999923e+00,-1.091800000000000104e+00,-8.333700000000000552e-01,1.239900000000000002e+00,-1.552499999999999991e+00,-6.023600000000000065e-01
-9.451800000000000201e-01,1.147299999999999986e-01,-3.725800000000000223e-01,-9.451800000000000201e-01,1.147299999999999986e-01,-3.725800000000000223e-01,-1.091800000000000104e+00,-8.333700000000000552e-01,2.709099999999999842e-01,-1.552499999999999991e+00,-6.023600000000000065e-01,2.031900000000000095e-01
1.147299999999999986e-01,-3.725800000000000223e-01,-1.820499999999999896e-01,1.147299999999999986e-01,-3.725800000000000223e-01,-1.820499999999999896e-01,-8.333700000000000552e-01,2.709099999999999842e-01,-5.891699999999999715e-01,-6.023600000000000065e-01,2.031900000000000095e-01,-7.478599999999999692e-01
-3.725800000000000223e-01,-1.820499999999999896e-01,-7.197599999999999554e-01,-3.725800000000000223e-01,-1.820499999999999896e-01,-7.197599999999999554e-01,2.709099999999999842e-01,-5.891699999999999715e-01,1.137100000000000055e-01,2.031900000000000095e-01,-7.478599999999999692e-01,-8.432000000000000606e-02
-1.820499999999999896e-01,-7.197599999999999554e-01,8.271600000000000064e-01,-1.820499999999999896e-01,-7.197599999999999554e-01,8.271600000000000064e-01,-5.891699999999999715e-01,1.137100000000000055e-01,-9.565900000000000514e-01,-7.478599999999999692e-01,-8.432000000000000606e-02,-7.793600000000000527e-01
-7.197599999999999554e-01,8.271600000000000064e-01,-9.821599999999999775e-02,-7.197599999999999554e-01,8.271600000000000064e-01,-9.821599999999999775e-02,1.137100000000000055e-01,-9.565900000000000514e-01,1.660900000000000043e+00,-8.432000000000000606e-02,-7.793600000000000527e-01,1.679699999999999971e+00
8.271600000000000064e-01,-9.821599999999999775e-02,8.645799999999999319e-02,8.271600000000000064e-01,-9.821599999999999775e-02,8.645799999999999319e-02,-9.565900000000000514e-01,1.660900000000000043e+00,-6.004500000000000393e-01,-7.793600000000000527e-01,1.679699999999999971e+00,-8.510199999999999987e-01
-9.821599999999999775e-02,8.645799999999999319e-02,-2.001999999999999780e+00,-9.821599999999999775e-02,8.645799999999999319e-02,-2.001999999999999780e+00,1.660900000000000043e+00,-6.004500000000000393e-01,6.384699999999999820e-01,1.679699999999999971e+00,-8.510199999999999987e-01,1.085600000000000037e-01
8.645799999999999319e-02,-2.001999999999999780e+00,-1.776499999999999968e+00,8.645799999999999319e-02,-2.001999999999999780e+00,-1.776499999999999968e+00,-6.004500000000000393e-01,6.384699999999999820e-01,-3.024500000000000188e+00,-8.510199999999999987e-01,1.085600000000000037e-01,-3.686100000000000154e+00
-2.001999999999999780e+00,-1.776499999999999968e+00,1.230399999999999938e+00,-2.001999999999999780e+00,-1.776499999999999968e+00,1.230399999999999938e+00,6.384699999999999820e-01,-3.024500000000000188e+00,-1.289700000000000069e+00,1.085600000000000037e-01,-3.686100000000000154e+00,-5.771699999999999608e-01
-1.776499999999999968e+00,1.230399999999999938e+00,6.287800000000000056e-01,-1.776499999999999968e+00,1.230399999999999938e+00,6.287800000000000056e-01,-3.024500000000000188e+00,-1.289700000000000069e+00,2.075400000000000134e+00,-3.686100000000000154e+00,-5.771699999999999608e-01,2.180099999999999927e+00
1.230399999999999938e+00,6.287800000000000056e-01,2.648199999999999998e-01,1.230399999999999938e+00,6.287800000000000056e-01,2.648199999999999998e-01,-1.289700000000000069e+00,2.075400000000000134e+00,5.732399999999999718e-01,-5.771699999999999608e-01,2.180099999999999927e+00,2.124999999999999944e-01
6.287800000000000056e-01,2.648199999999999998e-01,-9.318400000000000294e-02,6.287800000000000056e-01,2.648199999999999998e-01,-9.318400000000000294e-02,2.075400000000000134e+00,5.732399999999999718e-01,7.937899999999999956e-01,2.180099999999999927e+00,2.124999999999999944e-01,6.832700000000000440e-01
2.648199999999999998e-01,-9.318400000000000294e-02,-1.246599999999999930e+00,2.648199999999999998e-01,-9.318400000000000294e-02,-1.246599999999999930e+00,5.732399999999999718e-01,7.937899999999999956e-01,-1.952099999999999946e-01,2.124999999999999944e-01,6.832700000000000440e-01,-6.801899999999999613e-01
-9.318400000000000294e-02,-1.246599999999999930e+00,7.274500000000000410e-01,-9.318400000000000294e-02,-1.246599999999999930e+00,7.274500000000000410e-01,7.937899999999999956e-01,-1.952099999999999946e-01,-1.528599999999999959e+00,6.832700000000000440e-01,-6.801899999999999613e-01,-1.243600000000000039e+00
-1.246599999999999930e+00,7.274500000000000410e-01,-4.840999999999999748e-01,-1.246599999999999930e+00,7.274500000000000410e-01,-4.840999999999999748e-01,-1.952099999999999946e-01,-1.528599999999999959e+00,1.520499999999999963e+00,-6.801899999999999613e-01,-1.243600000000000039e+00,1.516599999999999948e+00
7.274500000000000410e-01,-4.840999999999999748e-01,1.099499999999999922e+00,7.274500000000000410e-01,-4.840999999999999748e-01,1.099499999999999922e+00,-1.528599999999999959e+00,1.520499999999999963e+00,-1.216199999999999948e+00,-1.243600000000000039e+00,1.516599999999999948e+00,-1.136900000000000022e+00
-4.840999999999999748e-01,1.099499999999999922e+00,7.355899999999999661e-01,-4.840999999999999748e-01,1.099499999999999922e+00,7.355899999999999661e-01,1.520499999999999963e+00,-1.216199999999999948e+00,2.229900000000000215e+00,1.516599999999999948e+00,-1.136900000000000022e+00,2.621500000000000163e+00
1.099499999999999922e+00,7.355899999999999661e-01,-8.727899999999999547e-02,1.099499999999999922e+00,7.355899999999999661e-01,-8.727899999999999547e-02,-1.216199999999999948e+00,2.229900000000000215e+00,1.874000000000000110e-01,-1.136900000000000022e+00,2.621500000000000163e+00,-1.450100000000000000e-01
7.355899999999999661e-01,-8.727899999999999547e-02,1.104100000000000081e+00,7.355899999999999661e-01,-8.727899999999999547e-02,1.104100000000000081e+00,2.229900000000000215e+00,1.874000000000000110e-01,3.970300000000000218e-02,2.621500000000000163e+00,-1.450100000000000000e-01,4.864899999999999780e-01
-8.727899999999999547e-02,1.104100000000000081e+00,-2.010299999999999934e-02,-8.727899999999999547e-02,1.104100000000000081e+00,-2.010299999999999934e-02,1.874000000000000110e-01,3.970300000000000218e-02,1.322999999999999954e+00,-1.450100000000000000e-01,4.864899999999999780e-01,1.389100000000000001e+00
1.104100000000000081e+00,-2.010299999999999934e-02,-9.294299999999999784e-01,1.104100000000000081e+00,-2.010299999999999934e-02,-9.294299999999999784e-01,3.970300000000000218e-02,1.322999999999999954e+00,-6.775900000000000256e-01,4.864899999999999780e-01,1.389100000000000001e+00,-1.038999999999999924e+00
-2.010299999999999934e-02,-9.294299999999999784e-01,-1.032399999999999984e-01,-2.010299999999999934e-02,-9.294299999999999784e-01,-1.032399999999999984e-01,1.322999999999999954e+00,-6.775900000000000256e-01,-1.197899999999999965e+00,1.389100000000000001e+00,-1.038999999999999924e+00,-1.009600000000000053e+00
-9.294299999999999784e-01,-1.032399999999999984e-01,-1.574599999999999889e-01,-9.294299999999999784e-01,-1.032399999999999984e-01,-1.574599999999999889e-01,-6.775900000000000256e-01,-1.197899999999999965e+00,-1.001999999999999974e-01,-1.038999999999999924e+00,-1.009600000000000053e+00,2.761500000000000066e-02
-1.032399999999999984e-01,-1.574599999999999889e-01,1.232099999999999973e+00,-1.032399999999999984e-01,-1.574599999999999889e-01,1.232099999999999973e+00,-1.197899999999999965e+00,-1.001999999999999974e-01,-4.195400000000000240e-01,-1.009600000000000053e+00,2.761500000000000066e-02,-4.860300000000000037e-02
